sample_number,pairdist,target,pairID
ERR2318124,0.42112689,1,274
ERR2696592,0.42112689,0,274
ERR2697873,0.457451669,1,45
ERR2308557,0.457451669,0,45
ERR2318002,0.459222581,1,58
ERR2318045,0.459222581,0,58
ERR2697656,0.508694615,1,218
ERR2032698,0.508694615,0,218
ERR2306232,0.570304422,1,145
ERR2697641,0.570304422,0,145
ERR2314136,0.590951922,1,209
ERR2697883,0.590951922,0,209
ERR2314089,0.596856707,1,49
ERR2698008,0.596856707,0,49
ERR2091975,0.607504723,1,187
ERR2405055,0.607504723,0,187
ERR2696890,0.607998003,1,191
ERR2314038,0.607998003,0,191
ERR2314209,0.620510832,1,111
ERR2319289,0.620510832,0,111
ERR1846146,0.663900399,1,142
ERR2579828,0.663900399,0,142
ERR2697930,0.789692132,1,32
ERR2091899,0.789692132,0,32
ERR2308930,0.791747658,1,222
ERR2308789,0.791747658,0,222
ERR2696717,0.863995839,1,83
ERR2091928,0.863995839,0,83
ERR2318083,0.875925086,1,147
ERR2056965,0.875925086,0,147
ERR2523955,0.902315893,1,1
ERR2523935,0.902315893,0,1
ERR2696583,0.902719327,1,129
ERR2319397,0.902719327,0,129
ERR2304009,0.90666693,1,172
ERR2318139,0.90666693,0,172
ERR2057014,0.936339348,1,82
ERR2091980,0.936339348,0,82
ERR1842732,1.024357461,1,208
ERR2032864,1.024357461,0,208
ERR2032536,1.03828313,1,186
ERR1845991,1.03828313,0,186
ERR2697805,1.0393804,1,190
ERR2697956,1.0393804,0,190
ERR2314094,1.051034418,1,78
ERR2091904,1.051034418,0,78
ERR2056855,1.067216029,1,20
ERR2697583,1.067216029,0,20
ERR2032825,1.093745324,1,123
ERR2405262,1.093745324,0,123
ERR2308947,1.096678253,1,21
ERR1845731,1.096678253,0,21
ERR2309189,1.114063645,1,14
ERR2092362,1.114063645,0,14
ERR2697925,1.16396922,1,17
ERR1846147,1.16396922,0,17
ERR2314098,1.188363574,1,81
ERR2579787,1.188363574,0,81
ERR2304084,1.245013945,1,44
ERR2032579,1.245013945,0,44
ERR2032213,1.277000733,1,73
ERR2579381,1.277000733,0,73
ERR2696739,1.30213957,1,40
ERR2405340,1.30213957,0,40
ERR2696525,1.322322596,1,15
ERR2091893,1.322322596,0,15
ERR2697645,1.333481415,1,98
ERR1846012,1.333481415,0,98
ERR2579655,1.334186391,1,136
ERR2032707,1.334186391,0,136
ERR2697719,1.344287819,1,262
ERR2697707,1.344287819,0,262
ERR2309200,1.346585047,1,100
ERR2318016,1.346585047,0,100
ERR2697940,1.39107688,1,267
ERR2314205,1.39107688,0,267
ERR2308945,1.396554031,1,4
ERR2032552,1.396554031,0,4
ERR2697576,1.417499086,1,178
ERR2314086,1.417499086,0,178
ERR2319601,1.470238493,1,184
ERR2580098,1.470238493,0,184
ERR2404900,1.470716581,1,194
ERR2314343,1.470716581,0,194
ERR2032280,1.475101519,1,42
ERR2579969,1.475101519,0,42
ERR2306103,1.496953821,1,96
ERR2056889,1.496953821,0,96
ERR2091978,1.514531081,1,75
ERR2314092,1.514531081,0,75
ERR2308806,1.540978567,1,249
ERR2579894,1.540978567,0,249
ERR2309338,1.550265541,1,128
ERR2308768,1.550265541,0,128
ERR2696750,1.551362901,1,122
ERR2405354,1.551362901,0,122
ERR2092003,1.558769154,1,167
ERR2032751,1.558769154,0,167
ERR1845941,1.570100659,1,133
ERR2033473,1.570100659,0,133
ERR2306177,1.582212382,1,117
ERR2697039,1.582212382,0,117
ERR2032833,1.605348656,1,125
ERR2404960,1.605348656,0,125
ERR2319281,1.631069495,1,118
ERR2308862,1.631069495,0,118
ERR2696589,1.638355049,1,168
ERR2698014,1.638355049,0,168
ERR2308873,1.66591918,1,219
ERR2579883,1.66591918,0,219
ERR1846043,1.671791342,1,157
ERR2579466,1.671791342,0,157
ERR2697749,1.692875795,1,137
ERR2318204,1.692875795,0,137
ERR2308824,1.707663237,1,16
ERR2698045,1.707663237,0,16
ERR2304039,1.723091533,1,64
ERR2313963,1.723091533,0,64
ERR2308944,1.737696222,1,3
ERR2579676,1.737696222,0,3
ERR2032328,1.738668103,1,87
ERR2319491,1.738668103,0,87
ERR2092048,1.745693313,1,144
ERR1846095,1.745693313,0,144
ERR2696531,1.750788723,1,2
ERR2318007,1.750788723,0,2
ERR2696694,1.751325685,1,176
ERR2091983,1.751325685,0,176
ERR1854670,1.754269961,1,7
ERR2092312,1.754269961,0,7
ERR2318157,1.755268276,1,26
ERR2091840,1.755268276,0,26
ERR1854820,1.778893211,1,108
ERR2579561,1.778893211,0,108
ERR2303955,1.78330802,1,114
ERR2092355,1.78330802,0,114
ERR2579804,1.792638912,1,124
ERR2057136,1.792638912,0,124
ERR2309364,1.794532374,1,198
ERR2309224,1.794532374,0,198
ERR2032721,1.801597656,1,120
ERR2304180,1.801597656,0,120
ERR2308936,1.806756544,1,47
ERR2524168,1.806756544,0,47
ERR2308827,1.821112226,1,248
ERR2032540,1.821112226,0,248
ERR2304147,1.840003129,1,27
ERR2092299,1.840003129,0,27
ERR2032838,1.880067961,1,35
ERR2304089,1.880067961,0,35
ERR2696650,1.905512589,1,231
ERR2405268,1.905512589,0,231
ERR2579551,1.950730423,1,56
ERR1854666,1.950730423,0,56
ERR2306206,1.950927547,1,207
ERR2306149,1.950927547,0,207
ERR2405074,1.961891605,1,270
ERR1846020,1.961891605,0,270
ERR2318052,1.972033176,1,173
ERR2057052,1.972033176,0,173
ERR2697718,2.000900826,1,163
ERR2092042,2.000900826,0,163
ERR2523938,2.001453609,1,119
ERR2696631,2.001453609,0,119
ERR1854675,2.006492859,1,84
ERR2308901,2.006492859,0,84
ERR2032614,2.008975937,1,113
ERR2306251,2.008975937,0,113
ERR1846217,2.011768912,1,79
ERR2308870,2.011768912,0,79
ERR2091864,2.0130243,1,39
ERR2306252,2.0130243,0,39
ERR2309320,2.014980844,1,19
ERR2056951,2.014980844,0,19
ERR2308798,2.024115562,1,76
ERR2523867,2.024115562,0,76
ERR2032406,2.038406333,1,70
ERR1842144,2.038406333,0,70
ERR2308651,2.043924201,1,199
ERR2032465,2.043924201,0,199
ERR2056993,2.047114582,1,174
ERR2697744,2.047114582,0,174
ERR2304091,2.048543079,1,88
ERR2092262,2.048543079,0,88
ERR2033463,2.065686989,1,126
ERR2314305,2.065686989,0,126
ERR2309409,2.076364248,1,152
ERR2309396,2.076364248,0,152
ERR2056888,2.080633843,1,228
ERR2303840,2.080633843,0,228
ERR2306109,2.085300885,1,200
ERR2056876,2.085300885,0,200
ERR2308940,2.086427882,1,155
ERR2697062,2.086427882,0,155
ERR2308565,2.110153052,1,28
ERR2696573,2.110153052,0,28
ERR2319326,2.111455891,1,239
ERR1846034,2.111455891,0,239
ERR2579485,2.117842192,1,161
ERR2032913,2.117842192,0,161
ERR2697018,2.136540526,1,121
ERR2304154,2.136540526,0,121
ERR2056881,2.145631858,1,8
ERR2523960,2.145631858,0,8
ERR2308646,2.156258353,1,195
ERR2580101,2.156258353,0,195
ERR2696445,2.16898865,1,272
ERR2304050,2.16898865,0,272
ERR2579562,2.169604631,1,204
ERR2523987,2.169604631,0,204
ERR2306168,2.200250963,1,112
ERR2032337,2.200250963,0,112
ERR2092032,2.205038906,1,99
ERR2304110,2.205038906,0,99
ERR2304102,2.206638515,1,92
ERR2523866,2.206638515,0,92
ERR2314252,2.21068545,1,135
ERR1845947,2.21068545,0,135
ERR2057092,2.215277971,1,10
ERR2092287,2.215277971,0,10
ERR2318202,2.223452328,1,101
ERR2697610,2.223452328,0,101
ERR2308894,2.238300196,1,60
ERR2032505,2.238300196,0,60
ERR2405356,2.250273093,1,109
ERR2405368,2.250273093,0,109
ERR2308625,2.251360662,1,67
ERR2587838,2.251360662,0,67
ERR2308921,2.251943116,1,38
ERR2319538,2.251943116,0,38
ERR2696453,2.257151269,1,149
ERR2523890,2.257151269,0,149
ERR2314300,2.258533929,1,139
ERR1841772,2.258533929,0,139
ERR2524116,2.260236638,1,217
ERR2308614,2.260236638,0,217
ERR2697633,2.261089872,1,89
ERR2306227,2.261089872,0,89
ERR2697702,2.274258363,1,116
ERR2405092,2.274258363,0,116
ERR2698935,2.282265824,1,69
ERR2308926,2.282265824,0,69
ERR1854688,2.282750078,1,94
ERR2308942,2.282750078,0,94
ERR2405136,2.295531493,1,102
ERR2308516,2.295531493,0,102
ERR1842374,2.299186643,1,77
ERR1846200,2.299186643,0,77
ERR2579921,2.312085577,1,9
ERR2696760,2.312085577,0,9
ERR2092090,2.319972584,1,233
ERR2308770,2.319972584,0,233
ERR1845860,2.320366227,1,41
ERR2032735,2.320366227,0,41
ERR2697067,2.340047109,1,36
ERR2404985,2.340047109,0,36
ERR2056791,2.342307621,1,12
ERR2319445,2.342307621,0,12
ERR2697558,2.347907011,1,185
ERR2405363,2.347907011,0,185
ERR2579475,2.348380835,1,80
ERR2579876,2.348380835,0,80
ERR2579895,2.353483898,1,275
ERR2032584,2.353483898,0,275
ERR2306256,2.355947243,1,259
ERR2405153,2.355947243,0,259
ERR2091885,2.358232551,1,215
ERR2524162,2.358232551,0,215
ERR2697829,2.383425717,1,236
ERR2697590,2.383425717,0,236
ERR2032856,2.398041523,1,170
ERR2319476,2.398041523,0,170
ERR2696920,2.419335996,1,54
ERR2033475,2.419335996,0,54
ERR2314095,2.429007691,1,193
ERR2579694,2.429007691,0,193
ERR2309326,2.440922863,1,5
ERR2309426,2.440922863,0,5
ERR2314120,2.469853898,1,34
ERR2314247,2.469853898,0,34
ERR2306155,2.470653009,1,65
ERR2404934,2.470653009,0,65
ERR2308673,2.47838087,1,229
ERR1854752,2.47838087,0,229
ERR2308640,2.478855274,1,24
ERR2092277,2.478855274,0,24
ERR2032780,2.479021676,1,37
ERR2303940,2.479021676,0,37
ERR1854810,2.480682995,1,29
ERR2304153,2.480682995,0,29
ERR2306164,2.484217927,1,71
ERR2309315,2.484217927,0,71
ERR2405336,2.484250471,1,141
ERR1854676,2.484250471,0,141
ERR2404913,2.486751129,1,162
ERR2314222,2.486751129,0,162
ERR2524197,2.499299177,1,57
ERR2306101,2.499299177,0,57
ERR2306233,2.502916383,1,220
ERR1846127,2.502916383,0,220
ERR1842707,2.522732216,1,232
ERR2697044,2.522732216,0,232
ERR2308866,2.535989809,1,273
ERR2314373,2.535989809,0,273
ERR2057108,2.541370286,1,150
ERR2579913,2.541370286,0,150
ERR2318085,2.545861953,1,221
ERR2314351,2.545861953,0,221
ERR2032836,2.546491651,1,48
ERR2032270,2.546491651,0,48
ERR2092189,2.556272403,1,103
ERR2579548,2.556272403,0,103
ERR2404965,2.572103406,1,55
ERR2579814,2.572103406,0,55
ERR2579403,2.577266846,1,214
ERR2304054,2.577266846,0,214
ERR2091882,2.584359571,1,244
ERR2032580,2.584359571,0,244
ERR2306217,2.596333221,1,175
ERR2697991,2.596333221,0,175
ERR2319490,2.59899286,1,158
ERR2091949,2.59899286,0,158
ERR2314188,2.602965141,1,107
ERR1843793,2.602965141,0,107
ERR2032592,2.622450794,1,287
ERR2032149,2.622450794,0,287
ERR1854673,2.626200368,1,11
ERR2032539,2.626200368,0,11
ERR1845948,2.630176112,1,138
ERR2057102,2.630176112,0,138
ERR2309323,2.630868745,1,235
ERR2092058,2.630868745,0,235
ERR2033474,2.658763181,1,91
ERR2579450,2.658763181,0,91
ERR2319505,2.66542375,1,201
ERR2579396,2.66542375,0,201
ERR2057223,2.666426291,1,127
ERR2524181,2.666426291,0,127
ERR2319540,2.671027626,1,31
ERR2404928,2.671027626,0,31
ERR2306253,2.672423103,1,156
ERR2696976,2.672423103,0,156
ERR1841824,2.680052896,1,183
ERR2579400,2.680052896,0,183
ERR2091851,2.692049543,1,95
ERR2308910,2.692049543,0,95
ERR2696725,2.716932552,1,279
ERR2057020,2.716932552,0,279
ERR2696649,2.721442027,1,74
ERR2319597,2.721442027,0,74
