sample_number,pairdist,target,pairID
ERR2698008,0.596856707,1,77
ERR2314089,0.596856707,0,77
ERR2697776,0.660525735,1,115
ERR2318124,0.660525735,0,115
ERR2032818,0.779569699,1,25
ERR1846043,0.779569699,0,25
ERR2091859,0.785194816,1,12
ERR2696713,0.785194816,0,12
ERR1846091,0.849386184,1,40
ERR2697930,0.849386184,0,40
ERR2056965,0.875925086,1,82
ERR2318083,0.875925086,0,82
ERR1846147,0.898924756,1,125
ERR2056993,0.898924756,0,125
ERR2304040,0.917801895,1,28
ERR2314095,0.917801895,0,28
ERR2032707,0.948975867,1,140
ERR2579485,0.948975867,0,140
ERR2032184,1.006699393,1,32
ERR2696525,1.006699393,0,32
ERR2032214,1.031489307,1,29
ERR2092344,1.031489307,0,29
ERR2319406,1.076771092,1,61
ERR2304091,1.076771092,0,61
ERR2697934,1.178278658,1,14
ERR2696583,1.178278658,0,14
ERR2697916,1.315999742,1,27
ERR2318002,1.315999742,0,27
ERR2696894,1.362243686,1,10
ERR2697829,1.362243686,0,10
ERR2314205,1.39107688,1,79
ERR2697940,1.39107688,0,79
ERR2319343,1.392808874,1,17
ERR2696890,1.392808874,0,17
ERR2696659,1.398531938,1,84
ERR2314098,1.398531938,0,84
ERR2698017,1.419300977,1,55
ERR2696694,1.419300977,0,55
ERR2303962,1.452410548,1,35
ERR2523938,1.452410548,0,35
ERR2319585,1.453642099,1,26
ERR2057223,1.453642099,0,26
ERR2056876,1.524611475,1,133
ERR2524116,1.524611475,0,133
ERR2523943,1.555347725,1,51
ERR2318052,1.555347725,0,51
ERR2304086,1.565038007,1,39
ERR2308673,1.565038007,0,39
ERR2697608,1.570964665,1,19
ERR2697896,1.570964665,0,19
ERR2697972,1.573769369,1,3
ERR2697873,1.573769369,0,3
ERR2308548,1.580463971,1,31
ERR2405074,1.580463971,0,31
ERR2032149,1.596455029,1,98
ERR2308930,1.596455029,0,98
ERR2308550,1.615188583,1,5
ERR2696723,1.615188583,0,5
ERR2032857,1.641029342,1,52
ERR2318202,1.641029342,0,52
ERR2319368,1.671956585,1,73
ERR2306103,1.671956585,0,73
ERR2306108,1.680359969,1,46
ERR2696725,1.680359969,0,46
ERR2308770,1.68594069,1,129
ERR2308945,1.68594069,0,129
ERR2579386,1.700170364,1,20
ERR2309192,1.700170364,0,20
ERR2318187,1.701723619,1,38
ERR2306253,1.701723619,0,38
