sample_number,pairdist,target,pairID
ERR2314094,0.23868727,1,78
ERR2696530,0.23868727,0,78
ERR2697873,0.432015323,1,45
ERR2524112,0.432015323,0,45
ERR2697930,0.452379321,1,32
ERR2579754,0.452379321,0,32
ERR2696717,0.482428108,1,83
ERR2057056,0.482428108,0,83
ERR2032406,0.484681282,1,70
ERR2304031,0.484681282,0,70
ERR2032536,0.575922545,1,186
ERR2698011,0.575922545,0,186
ERR2304091,0.592902439,1,88
ERR2032137,0.592902439,0,88
ERR2056881,0.602767852,1,8
ERR2579858,0.602767852,0,8
ERR2697749,0.607394848,1,137
ERR2524124,0.607394848,0,137
ERR1846043,0.63224227,1,157
ERR2304086,0.63224227,0,157
ERR2319601,0.644212973,1,184
ERR2032561,0.644212973,0,184
ERR2524116,0.65262174,1,217
ERR2091923,0.65262174,0,217
ERR2579804,0.664378225,1,124
ERR2306116,0.664378225,0,124
ERR2314089,0.668237654,1,49
ERR2306124,0.668237654,0,49
ERR2304147,0.718971901,1,27
ERR2092368,0.718971901,0,27
ERR1845941,0.76058156,1,133
ERR2405143,0.76058156,0,133
ERR2306232,0.806921549,1,145
ERR2698004,0.806921549,0,145
ERR2309200,0.834888689,1,100
ERR2306225,0.834888689,0,100
ERR2696750,0.90378658,1,122
ERR2308874,0.90378658,0,122
ERR2032213,0.916340117,1,73
ERR2314354,0.916340117,0,73
ERR2314095,0.917801895,1,193
ERR2304040,0.917801895,0,193
ERR2318002,0.929863342,1,58
ERR2405036,0.929863342,0,58
ERR2057014,0.942024807,1,82
ERR2696633,0.942024807,0,82
ERR2697829,1.002521959,1,236
ERR2697740,1.002521959,0,236
ERR1842732,1.006074078,1,208
ERR2092416,1.006074078,0,208
ERR2696525,1.006699393,1,15
ERR2032184,1.006699393,0,15
ERR2523955,1.047808343,1,1
ERR2091911,1.047808343,0,1
ERR2306155,1.067553414,1,65
ERR2303980,1.067553414,0,65
ERR2306177,1.084755964,1,117
ERR2304085,1.084755964,0,117
ERR2308947,1.108187949,1,21
ERR2697046,1.108187949,0,21
ERR2318052,1.111551485,1,173
ERR2697637,1.111551485,0,173
ERR2579551,1.141508497,1,56
ERR2303954,1.141508497,0,56
ERR2091975,1.17013706,1,187
ERR2091906,1.17013706,0,187
ERR2092189,1.196863381,1,103
ERR2032214,1.196863381,0,103
ERR2318157,1.250114064,1,26
ERR1845992,1.250114064,0,26
ERR2696583,1.269210649,1,129
ERR2696957,1.269210649,0,129
ERR2696531,1.272335545,1,2
ERR2696606,1.272335545,0,2
ERR2697805,1.278338117,1,190
ERR2309184,1.278338117,0,190
ERR2308940,1.278383464,1,155
ERR2308750,1.278383464,0,155
ERR2697656,1.289952667,1,218
ERR2306108,1.289952667,0,218
ERR2319326,1.296803115,1,239
ERR2696827,1.296803115,0,239
ERR1854670,1.313700712,1,7
ERR2092153,1.313700712,0,7
ERR2697719,1.339615879,1,262
ERR2306238,1.339615879,0,262
ERR2032328,1.362510005,1,87
ERR2092347,1.362510005,0,87
ERR2696445,1.370520591,1,272
ERR2304179,1.370520591,0,272
ERR2091978,1.376195283,1,75
ERR2057057,1.376195283,0,75
ERR2697645,1.381930053,1,98
ERR2309201,1.381930053,0,98
ERR2032833,1.396596084,1,125
ERR1854809,1.396596084,0,125
ERR2404965,1.400129392,1,55
ERR2057177,1.400129392,0,55
ERR2308944,1.402473417,1,3
ERR2697066,1.402473417,0,3
ERR2523938,1.403110707,1,119
ERR2032193,1.403110707,0,119
ERR2308806,1.406880223,1,249
ERR2057199,1.406880223,0,249
ERR1846146,1.408033629,1,142
ERR2091901,1.408033629,0,142
ERR2405136,1.413642553,1,102
ERR2319430,1.413642553,0,102
ERR2032911,1.420237628,1,289
ERR1846191,1.420237628,0,289
ERR2032614,1.423007216,1,113
ERR2579912,1.423007216,0,113
ERR2056792,1.425126373,1,22
ERR2057043,1.425126373,0,22
ERR2091864,1.427515343,1,39
ERR2057110,1.427515343,0,39
ERR2318185,1.430734407,1,131
ERR2092099,1.430734407,0,131
ERR2306103,1.449773481,1,96
ERR2697699,1.449773481,0,96
ERR2032825,1.453399441,1,123
ERR2308658,1.453399441,0,123
ERR2308930,1.453571669,1,222
ERR2032578,1.453571669,0,222
ERR2057223,1.453642099,1,127
ERR2319585,1.453642099,0,127
ERR2309189,1.459875433,1,14
ERR2524098,1.459875433,0,14
ERR2696725,1.47077234,1,279
ERR2523943,1.47077234,0,279
ERR2697925,1.486528142,1,17
ERR2318161,1.486528142,0,17
ERR2092204,1.490802927,1,269
ERR2057155,1.490802927,0,269
ERR2696649,1.541125255,1,74
ERR2523903,1.541125255,0,74
ERR2697633,1.541703588,1,89
ERR2405024,1.541703588,0,89
ERR1854738,1.544271609,1,72
ERR2032176,1.544271609,0,72
ERR2696890,1.548033827,1,191
ERR2523933,1.548033827,0,191
ERR2304039,1.56985218,1,64
ERR2057055,1.56985218,0,64
ERR2304009,1.574844984,1,172
ERR2032325,1.574844984,0,172
ERR2405074,1.580463971,1,270
ERR2308548,1.580463971,0,270
ERR2579475,1.581292776,1,80
ERR2405383,1.581292776,0,80
ERR2308673,1.590768329,1,229
ERR2032818,1.590768329,0,229
ERR2319371,1.614261716,1,225
ERR2091998,1.614261716,0,225
ERR2318202,1.641029342,1,101
ERR2032857,1.641029342,0,101
ERR2056888,1.658074949,1,228
ERR2696605,1.658074949,0,228
ERR2032780,1.664582522,1,37
ERR2314207,1.664582522,0,37
ERR2306206,1.664955081,1,207
ERR2696517,1.664955081,0,207
ERR2696589,1.667581152,1,168
ERR2032754,1.667581152,0,168
ERR2314313,1.67841676,1,23
ERR2057221,1.67841676,0,23
ERR2579904,1.684016875,1,154
ERR2579552,1.684016875,0,154
ERR2308873,1.693248965,1,219
ERR2523989,1.693248965,0,219
ERR2303955,1.693476096,1,114
ERR2579517,1.693476096,0,114
ERR2056993,1.695455903,1,174
ERR2405038,1.695455903,0,174
ERR2306253,1.701723619,1,156
ERR2318187,1.701723619,0,156
ERR2309338,1.7096463,1,128
ERR2309398,1.7096463,0,128
ERR2308824,1.716945713,1,16
ERR2405377,1.716945713,0,16
ERR2056855,1.721073124,1,20
ERR1846017,1.721073124,0,20
ERR2309323,1.757470184,1,235
ERR2308818,1.757470184,0,235
ERR2033463,1.766095492,1,126
ERR2579525,1.766095492,0,126
ERR2308800,1.790580435,1,192
ERR1854686,1.790580435,0,192
ERR2032838,1.798929148,1,35
ERR2319503,1.798929148,0,35
ERR1842707,1.810044825,1,232
ERR2032266,1.810044825,0,232
ERR2308921,1.816352722,1,38
ERR2314345,1.816352722,0,38
ERR2696650,1.819622727,1,231
ERR2696764,1.819622727,0,231
ERR2314209,1.827710464,1,111
ERR2697810,1.827710464,0,111
ERR2057147,1.831381115,1,245
ERR2319526,1.831381115,0,245
ERR2304084,1.831596539,1,44
ERR2032541,1.831596539,0,44
ERR2696716,1.846646263,1,251
ERR2308561,1.846646263,0,251
ERR2405356,1.859696489,1,109
ERR2304182,1.859696489,0,109
ERR2308827,1.862051833,1,248
ERR2032572,1.862051833,0,248
ERR2032836,1.869665241,1,48
ERR2579434,1.869665241,0,48
ERR2308625,1.878404745,1,67
ERR2524189,1.878404745,0,67
ERR2057092,1.882270314,1,10
ERR2319835,1.882270314,0,10
ERR2319580,1.887911301,1,143
ERR2057207,1.887911301,0,143
ERR2309409,1.893948535,1,152
ERR1854774,1.893948535,0,152
ERR2696694,1.907340524,1,176
ERR2303986,1.907340524,0,176
ERR2405076,1.917063172,1,266
ERR1846074,1.917063172,0,266
ERR2404919,1.931879026,1,278
ERR2405173,1.931879026,0,278
ERR2306256,1.933405781,1,259
ERR2057165,1.933405781,0,259
ERR2697020,1.93884422,1,282
ERR2091844,1.93884422,0,282
ERR1854820,1.94787595,1,108
ERR2032895,1.94787595,0,108
ERR2056864,1.949586632,1,50
ERR2314087,1.949586632,0,50
ERR2318087,1.950874644,1,237
ERR2303837,1.950874644,0,237
ERR2697576,1.951898512,1,178
ERR2523967,1.951898512,0,178
ERR2579440,1.957087393,1,211
ERR2057185,1.957087393,0,211
ERR2032837,1.957606791,1,164
ERR2092445,1.957606791,0,164
ERR2314098,1.96927226,1,81
ERR2696882,1.96927226,0,81
ERR2032856,1.971941856,1,170
ERR2057218,1.971941856,0,170
ERR2579921,1.985774741,1,9
ERR2579872,1.985774741,0,9
ERR2696739,1.987768579,1,40
ERR2032921,1.987768579,0,40
ERR2318124,1.990870322,1,274
ERR2306152,1.990870322,0,274
ERR2092048,1.994111913,1,144
ERR2319384,1.994111913,0,144
ERR2308945,1.996557607,1,4
ERR1845782,1.996557607,0,4
ERR2579655,2.000634863,1,136
ERR2696921,2.000634863,0,136
ERR2314300,2.001160238,1,139
ERR2308774,2.001160238,0,139
ERR1846217,2.006945395,1,79
ERR2579526,2.006945395,0,79
ERR2314188,2.023170433,1,107
ERR2092173,2.023170433,0,107
ERR2404900,2.03197339,1,194
ERR2319837,2.03197339,0,194
ERR2308651,2.036688041,1,199
ERR2092076,2.036688041,0,199
ERR2318207,2.039875912,1,62
ERR2319228,2.039875912,0,62
ERR2579485,2.043112033,1,161
ERR2308881,2.043112033,0,161
ERR2032845,2.04712464,1,165
ERR2404947,2.04712464,0,165
ERR2032587,2.067148008,1,288
ERR2314226,2.067148008,0,288
ERR2308866,2.068328959,1,273
ERR2033626,2.068328959,0,273
ERR2032436,2.072347155,1,213
ERR2314218,2.072347155,0,213
ERR2696444,2.074145121,1,223
ERR2697056,2.074145121,0,223
ERR2308931,2.075066072,1,291
ERR2696768,2.075066072,0,291
ERR2309339,2.077803812,1,52
ERR2057215,2.077803812,0,52
ERR2309320,2.079501279,1,19
ERR2306223,2.079501279,0,19
ERR2579864,2.091174826,1,202
ERR2696534,2.091174826,0,202
ERR2032553,2.097047468,1,160
ERR2314232,2.097047468,0,160
ERR2308640,2.099810206,1,24
ERR2057208,2.099810206,0,24
ERR2308646,2.100114607,1,195
ERR2308882,2.100114607,0,195
ERR2308798,2.101671704,1,76
ERR2308753,2.101671704,0,76
ERR2404955,2.101828138,1,6
ERR2303865,2.101828138,0,6
ERR2697896,2.102119676,1,281
ERR2304052,2.102119676,0,281
ERR2092344,2.124917483,1,263
ERR2092270,2.124917483,0,263
ERR2318083,2.141146336,1,147
ERR2056880,2.141146336,0,147
ERR2309326,2.148537412,1,5
ERR2308878,2.148537412,0,5
ERR2057113,2.148999171,1,51
ERR1843846,2.148999171,0,51
ERR2697718,2.149029685,1,163
ERR2697898,2.149029685,0,163
ERR2579403,2.16961495,1,214
ERR2579404,2.16961495,0,214
ERR2404978,2.178307536,1,59
ERR2314339,2.178307536,0,59
ERR2032721,2.178948968,1,120
ERR2308751,2.178948968,0,120
ERR2309332,2.181759609,1,189
ERR2524188,2.181759609,0,189
ERR2698935,2.187924108,1,69
ERR2308858,2.187924108,0,69
ERR2306217,2.189237983,1,175
ERR2697595,2.189237983,0,175
ERR2696453,2.197039937,1,149
ERR2696953,2.197039937,0,149
ERR2308908,2.201099683,1,210
ERR2319406,2.201099683,0,210
ERR2314136,2.216773783,1,209
ERR2032183,2.216773783,0,209
ERR2579895,2.224590883,1,275
ERR1845946,2.224590883,0,275
ERR2319281,2.227805545,1,118
ERR2308932,2.227805545,0,118
ERR2405193,2.240936881,1,268
ERR2308909,2.240936881,0,268
ERR2319602,2.244056835,1,110
ERR2308888,2.244056835,0,110
ERR2032280,2.25434153,1,42
ERR2523884,2.25434153,0,42
ERR2306109,2.290017737,1,200
ERR2303855,2.290017737,0,200
ERR2696478,2.3118504,1,234
ERR2697638,2.3118504,0,234
ERR2696729,2.344532388,1,188
ERR2032747,2.344532388,0,188
ERR1854810,2.344793424,1,29
ERR2405257,2.344793424,0,29
ERR2092274,2.348925104,1,197
