sample_number,pairdist,target,pairID
ERR2696531,0.252660988,1,2
ERR2696918,0.252660988,0,2
ERR2697930,0.324385793,1,32
ERR2697967,0.324385793,0,32
ERR2314089,0.343715671,1,49
ERR2306219,0.343715671,0,49
ERR2306253,0.346016443,1,156
ERR2697052,0.346016443,0,156
ERR2032328,0.40855068,1,87
ERR2579508,0.40855068,0,87
ERR2092274,0.433860584,1,197
ERR2319307,0.433860584,0,197
ERR2308764,0.443116337,1,106
ERR2697023,0.443116337,0,106
ERR2032780,0.527699155,1,37
ERR2523979,0.527699155,0,37
ERR2696525,0.540466773,1,15
ERR2308638,0.540466773,0,15
ERR1842374,0.576434243,1,77
ERR2579898,0.576434243,0,77
ERR2304147,0.582994021,1,27
ERR1846172,0.582994021,0,27
ERR2057092,0.599539744,1,10
ERR2405275,0.599539744,0,10
ERR2056855,0.608087295,1,20
ERR2698018,0.608087295,0,20
ERR2092048,0.625974673,1,144
ERR2696701,0.625974673,0,144
ERR2523938,0.627826402,1,119
ERR2091839,0.627826402,0,119
ERR2319898,0.63086545,1,311
ERR2319484,0.63086545,0,311
ERR2304144,0.659150841,1,105
ERR2319502,0.659150841,0,105
ERR2304102,0.695283969,1,92
ERR2579373,0.695283969,0,92
ERR1846043,0.705663493,1,157
ERR2696985,0.705663493,0,157
ERR2314209,0.705866787,1,111
ERR2697874,0.705866787,0,111
ERR2579715,0.730209812,1,182
ERR2304047,0.730209812,0,182
ERR2697749,0.773401664,1,137
ERR2091860,0.773401664,0,137
ERR2696484,0.788419656,1,33
ERR2697976,0.788419656,0,33
ERR2308673,0.79470994,1,229
ERR2696457,0.79470994,0,229
ERR2697067,0.798781359,1,36
ERR2314253,0.798781359,0,36
ERR2318002,0.826562318,1,58
ERR2314078,0.826562318,0,58
ERR2697829,0.841067902,1,236
ERR2697684,0.841067902,0,236
ERR2405076,0.866404484,1,266
ERR2032728,0.866404484,0,266
ERR2308894,0.876077663,1,60
ERR2318004,0.876077663,0,60
ERR2524116,0.910074799,1,217
ERR2314158,0.910074799,0,217
ERR2032614,0.958496736,1,113
ERR2696734,0.958496736,0,113
ERR2697020,0.996306886,1,282
ERR2697070,0.996306886,0,282
ERR2579804,1.000370909,1,124
ERR1846141,1.000370909,0,124
ERR2308636,1.019195377,1,255
ERR1845974,1.019195377,0,255
ERR2032213,1.055994197,1,73
ERR2318172,1.055994197,0,73
ERR2309200,1.102547223,1,100
ERR1845995,1.102547223,0,100
ERR2304091,1.107487855,1,88
ERR2032497,1.107487855,0,88
ERR2404900,1.113810043,1,194
ERR2405331,1.113810043,0,194
ERR2092189,1.130153007,1,103
ERR2092434,1.130153007,0,103
ERR2697873,1.145372189,1,45
ERR2319385,1.145372189,0,45
ERR2404955,1.151560922,1,6
ERR2314156,1.151560922,0,6
ERR2308806,1.156260987,1,249
ERR2318301,1.156260987,0,249
ERR2091975,1.156888713,1,187
ERR2696602,1.156888713,0,187
ERR2032406,1.171708633,1,70
ERR2092191,1.171708633,0,70
ERR2696583,1.178278658,1,129
ERR2697934,1.178278658,0,129
ERR2032721,1.183351814,1,120
ERR2318246,1.183351814,0,120
ERR2579904,1.193539799,1,154
ERR2319405,1.193539799,0,154
ERR2404903,1.204582096,1,224
ERR2303997,1.204582096,0,224
ERR2314252,1.230342277,1,135
ERR2319600,1.230342277,0,135
ERR2304009,1.242199769,1,172
ERR2092468,1.242199769,0,172
ERR2318124,1.251882327,1,274
ERR2057001,1.251882327,0,274
ERR2524197,1.27057982,1,57
ERR2696519,1.27057982,0,57
ERR1842732,1.277588367,1,208
ERR2405388,1.277588367,0,208
ERR2308827,1.2790168,1,248
ERR1854678,1.2790168,0,248
ERR2696750,1.28080305,1,122
ERR2092068,1.28080305,0,122
ERR2404913,1.281681094,1,162
ERR2092208,1.281681094,0,162
ERR2697576,1.28572466,1,178
ERR2697959,1.28572466,0,178
ERR2579758,1.287182955,1,230
ERR2579662,1.287182955,0,230
ERR2319371,1.287304514,1,225
ERR2057019,1.287304514,0,225
ERR2579440,1.320901053,1,211
ERR2092469,1.320901053,0,211
ERR2696560,1.324015845,1,115
ERR1845976,1.324015845,0,115
ERR2405015,1.32960985,1,277
ERR1846079,1.32960985,0,277
ERR2696716,1.336122708,1,251
ERR2696481,1.336122708,0,251
