sample_number,pairdist,target,pairID
ERR2696687,0.593466671,1,6
ERR2318177,0.593466671,0,6
ERR2306204,0.721488537,1,2
ERR2697930,0.721488537,0,2
ERR2032759,0.775006637,1,3
ERR2032727,0.775006637,0,3
ERR2057063,0.938469603,1,179
ERR2697656,0.938469603,0,179
ERR2697864,0.976726208,1,57
ERR2318083,0.976726208,0,57
ERR2304089,0.989352958,1,48
ERR2303955,0.989352958,0,48
ERR2308516,1.20790192,1,33
ERR2579485,1.20790192,0,33
ERR2698010,1.294324882,1,16
ERR2306232,1.294324882,0,16
ERR2405340,1.30213957,1,84
ERR2696739,1.30213957,0,84
ERR2092169,1.365588864,1,7
ERR2304147,1.365588864,0,7
ERR2698045,1.395351022,1,38
ERR2308827,1.395351022,0,38
ERR2306102,1.528055152,1,8
ERR2696583,1.528055152,0,8
ERR2092236,1.540006582,1,19
ERR2319326,1.540006582,0,19
ERR2314305,1.543670751,1,78
ERR2404919,1.543670751,0,78
ERR2308926,1.560977062,1,71
ERR1854820,1.560977062,0,71
ERR2319491,1.567472891,1,28
ERR2319898,1.567472891,0,28
ERR2057055,1.56985218,1,14
ERR2304039,1.56985218,0,14
ERR2032539,1.59466273,1,50
ERR2696968,1.59466273,0,50
ERR2308631,1.613274625,1,73
ERR2032536,1.613274625,0,73
ERR2304180,1.631844478,1,146
ERR2308908,1.631844478,0,146
ERR2698012,1.666086731,1,29
ERR2696525,1.666086731,0,29
ERR2579381,1.684454515,1,83
ERR2579655,1.684454515,0,83
ERR2057228,1.690126917,1,1
ERR2032406,1.690126917,0,1
ERR2314343,1.703787397,1,66
ERR2308830,1.703787397,0,66
ERR2405235,1.708700444,1,21
ERR2579804,1.708700444,0,21
ERR2579548,1.717144684,1,112
ERR1845941,1.717144684,0,112
ERR1854666,1.720514657,1,43
ERR2697558,1.720514657,0,43
ERR1846200,1.734631919,1,40
ERR2314252,1.734631919,0,40
ERR2092299,1.735197386,1,129
ERR2032721,1.735197386,0,129
ERR1845928,1.737018837,1,64
ERR2319505,1.737018837,0,64
ERR1846095,1.745693313,1,115
ERR2092048,1.745693313,0,115
ERR2308818,1.757470184,1,24
ERR2309323,1.757470184,0,24
ERR2057215,1.826618657,1,22
ERR2579904,1.826618657,0,22
ERR2579787,1.849796619,1,37
ERR2308651,1.849796619,0,37
ERR2306241,1.882441509,1,63
ERR2092109,1.882441509,0,63
ERR2092277,1.943111802,1,32
ERR1854670,1.943111802,0,32
ERR2032540,1.953255613,1,49
ERR2308931,1.953255613,0,49
ERR2308768,1.977972796,1,44
ERR2696750,1.977972796,0,44
ERR2697039,1.980294806,1,94
ERR2304001,1.980294806,0,94
ERR2579469,1.981276679,1,18
ERR2696650,1.981276679,0,18
ERR1842116,1.99789904,1,15
ERR2308944,1.99789904,0,15
ERR2696631,2.001453609,1,164
ERR2523938,2.001453609,0,164
ERR2306251,2.008975937,1,39
ERR2032614,2.008975937,0,39
ERR2308870,2.011768912,1,97
ERR1846217,2.011768912,0,97
ERR2056951,2.014980844,1,139
ERR2309320,2.014980844,0,139
ERR2092362,2.046217653,1,144
ERR2057147,2.046217653,0,144
ERR2032735,2.048923038,1,130
ERR2579403,2.048923038,0,130
ERR2319364,2.057581878,1,55
ERR2318124,2.057581878,0,55
ERR1842144,2.058567486,1,77
ERR2304091,2.058567486,0,77
ERR2308813,2.074688796,1,20
ERR2032587,2.074688796,0,20
ERR2056876,2.085300885,1,163
ERR2306109,2.085300885,0,163
ERR2697062,2.086427882,1,76
ERR2308940,2.086427882,0,76
ERR1841772,2.096394823,1,95
ERR2308673,2.096394823,0,95
ERR2308753,2.101671704,1,25
ERR2308798,2.101671704,0,25
ERR2308890,2.105083273,1,88
ERR2091864,2.105083273,0,88
ERR2032938,2.115412701,1,31
ERR2306177,2.115412701,0,31
ERR1845925,2.13824383,1,10
ERR2032911,2.13824383,0,10
ERR2523960,2.145631858,1,187
ERR2056881,2.145631858,0,187
ERR2056809,2.166094573,1,9
ERR2308945,2.166094573,0,9
ERR2523941,2.178886325,1,87
ERR2318002,2.178886325,0,87
ERR2032270,2.197583903,1,171
ERR2404978,2.197583903,0,171
ERR2032337,2.200250963,1,41
ERR2306168,2.200250963,0,41
ERR2304110,2.205038906,1,59
ERR2092032,2.205038906,0,59
ERR2319538,2.207859591,1,58
ERR2319281,2.207859591,0,58
ERR1845946,2.224590883,1,17
ERR2579895,2.224590883,0,17
ERR2404934,2.22731447,1,69
ERR2318202,2.22731447,0,69
ERR2306125,2.244015312,1,123
ERR2314089,2.244015312,0,123
ERR2579676,2.252254613,1,106
ERR2032592,2.252254613,0,106
ERR2032579,2.27414771,1,52
ERR2696444,2.27414771,0,52
ERR2032321,2.300910159,1,26
ERR2696445,2.300910159,0,26
ERR2405363,2.303667009,1,75
ERR2032213,2.303667009,0,75
ERR1842495,2.308183868,1,5
ERR2304084,2.308183868,0,5
ERR2696760,2.312085577,1,120
ERR2579921,2.312085577,0,120
ERR2057136,2.317455095,1,74
ERR2696674,2.317455095,0,74
ERR2032750,2.320918268,1,27
ERR2091978,2.320918268,0,27
ERR2579382,2.320966366,1,42
ERR2309338,2.320966366,0,42
ERR1845991,2.327663526,1,108
ERR2697576,2.327663526,0,108
ERR2306196,2.356688878,1,79
ERR1846146,2.356688878,0,79
ERR2308862,2.361506965,1,80
ERR2308947,2.361506965,0,80
ERR2579894,2.380701011,1,72
ERR2308930,2.380701011,0,72
ERR2319548,2.387576382,1,145
ERR2696677,2.387576382,0,145
ERR1854689,2.391485634,1,56
ERR2404900,2.391485634,0,56
ERR2309396,2.394402824,1,169
ERR2032328,2.394402824,0,169
ERR2314038,2.396165473,1,174
ERR2696717,2.396165473,0,174
ERR2092442,2.411237488,1,166
