sample_number,pairdist,target,pairID
ERR2314094,0.23868727,1,78
ERR2696530,0.23868727,0,78
ERR2304039,0.248653214,1,64
ERR2696473,0.248653214,0,64
ERR2696725,0.339769452,1,279
ERR2697640,0.339769452,0,279
ERR2032727,0.430705315,1,302
ERR2523940,0.430705315,0,302
ERR2697873,0.432015323,1,45
ERR2524112,0.432015323,0,45
ERR2697930,0.452379321,1,32
ERR2579754,0.452379321,0,32
ERR2318002,0.459222581,1,58
ERR2318045,0.459222581,0,58
ERR2696717,0.482428108,1,83
ERR2057056,0.482428108,0,83
ERR2404903,0.484116827,1,224
ERR2308758,0.484116827,0,224
ERR2032406,0.484681282,1,70
ERR2304031,0.484681282,0,70
ERR2032600,0.498295231,1,296
ERR2314163,0.498295231,0,296
ERR2696583,0.49951259,1,129
ERR2091840,0.49951259,0,129
ERR2697656,0.508694615,1,218
ERR2032698,0.508694615,0,218
ERR2032536,0.575922545,1,186
ERR2698011,0.575922545,0,186
ERR2304091,0.592902439,1,88
ERR2032137,0.592902439,0,88
ERR2314089,0.596856707,1,49
ERR2698008,0.596856707,0,49
ERR2314209,0.620510832,1,111
ERR2319289,0.620510832,0,111
ERR2319601,0.644212973,1,184
ERR2032561,0.644212973,0,184
ERR2524116,0.65262174,1,217
ERR2091923,0.65262174,0,217
ERR2318124,0.660525735,1,274
ERR2697776,0.660525735,0,274
ERR1846146,0.663900399,1,142
ERR2579828,0.663900399,0,142
ERR2579804,0.664378225,1,124
ERR2306116,0.664378225,0,124
ERR2304147,0.718971901,1,27
ERR2092368,0.718971901,0,27
ERR2056792,0.754432247,1,22
ERR2092102,0.754432247,0,22
ERR1845941,0.76058156,1,133
ERR2405143,0.76058156,0,133
ERR2306232,0.806921549,1,145
ERR2698004,0.806921549,0,145
ERR2091975,0.817454062,1,187
ERR2091927,0.817454062,0,187
ERR2309200,0.834888689,1,100
ERR2306225,0.834888689,0,100
ERR2318083,0.875925086,1,147
ERR2056965,0.875925086,0,147
ERR2696750,0.90378658,1,122
ERR2308874,0.90378658,0,122
ERR2304009,0.90666693,1,172
ERR2318139,0.90666693,0,172
ERR1846043,0.912937662,1,157
ERR2032314,0.912937662,0,157
ERR2032213,0.916340117,1,73
ERR2314354,0.916340117,0,73
ERR2579904,0.917056167,1,154
ERR2404994,0.917056167,0,154
ERR2057014,0.936339348,1,82
ERR2091980,0.936339348,0,82
ERR2308940,0.992081662,1,155
ERR2524189,0.992081662,0,155
ERR2696890,1.01235427,1,191
ERR1846020,1.01235427,0,191
ERR1842732,1.024357461,1,208
ERR2032864,1.024357461,0,208
ERR2314313,1.046281461,1,23
ERR2057043,1.046281461,0,23
ERR2308806,1.060816049,1,249
ERR2696882,1.060816049,0,249
ERR2306155,1.067553414,1,65
ERR2303980,1.067553414,0,65
ERR2308947,1.108187949,1,21
ERR2697046,1.108187949,0,21
ERR2318052,1.111551485,1,173
ERR2697637,1.111551485,0,173
ERR2697925,1.16396922,1,17
ERR1846147,1.16396922,0,17
ERR2319898,1.240145014,1,311
ERR2306252,1.240145014,0,311
ERR2696650,1.276926229,1,231
ERR2306170,1.276926229,0,231
ERR2697805,1.278338117,1,190
ERR2309184,1.278338117,0,190
ERR2319326,1.296803115,1,239
ERR2696827,1.296803115,0,239
ERR2696525,1.302271896,1,15
ERR2696468,1.302271896,0,15
ERR2696694,1.318640753,1,176
ERR2697932,1.318640753,0,176
ERR2056855,1.338764229,1,20
ERR2091932,1.338764229,0,20
ERR2697719,1.344287819,1,262
ERR2697707,1.344287819,0,262
ERR2032592,1.367030101,1,287
ERR2308750,1.367030101,0,287
ERR2696445,1.370520591,1,272
ERR2304179,1.370520591,0,272
ERR2308930,1.382400018,1,222
ERR2309393,1.382400018,0,222
ERR2697940,1.39107688,1,267
ERR2314205,1.39107688,0,267
ERR2308945,1.396554031,1,4
ERR2032552,1.396554031,0,4
ERR2032833,1.396596084,1,125
ERR1854809,1.396596084,0,125
ERR2314098,1.398531938,1,81
ERR2696659,1.398531938,0,81
ERR2308944,1.402473417,1,3
ERR2697066,1.402473417,0,3
ERR2405136,1.413642553,1,102
ERR2319430,1.413642553,0,102
ERR2697576,1.417499086,1,178
ERR2314086,1.417499086,0,178
ERR2032911,1.420237628,1,289
ERR1846191,1.420237628,0,289
ERR2032614,1.423007216,1,113
ERR2579912,1.423007216,0,113
ERR2091864,1.427515343,1,39
ERR2057110,1.427515343,0,39
ERR2318185,1.430734407,1,131
ERR2092099,1.430734407,0,131
ERR2697067,1.447244641,1,36
ERR2580099,1.447244641,0,36
ERR2697563,1.452472744,1,227
ERR2306157,1.452472744,0,227
ERR2032825,1.453399441,1,123
ERR2308658,1.453399441,0,123
ERR2309189,1.459875433,1,14
ERR2524098,1.459875433,0,14
ERR2697829,1.469625366,1,236
ERR2405056,1.469625366,0,236
ERR2032280,1.475101519,1,42
ERR2579969,1.475101519,0,42
ERR2091978,1.514531081,1,75
ERR2314092,1.514531081,0,75
ERR2032328,1.535389591,1,87
ERR2579506,1.535389591,0,87
ERR2318157,1.538924108,1,26
ERR2697834,1.538924108,0,26
ERR2523955,1.545866374,1,1
ERR2696628,1.545866374,0,1
ERR2696453,1.552219632,1,149
ERR2697810,1.552219632,0,149
ERR2523938,1.557615296,1,119
ERR2032174,1.557615296,0,119
ERR2092003,1.558769154,1,167
ERR2032751,1.558769154,0,167
ERR1846217,1.564576696,1,79
ERR2032948,1.564576696,0,79
ERR1854670,1.567855365,1,7
ERR2092266,1.567855365,0,7
ERR2056881,1.610349542,1,8
ERR2032176,1.610349542,0,8
ERR2696589,1.638355049,1,168
ERR2698014,1.638355049,0,168
ERR2697633,1.643771823,1,89
ERR2318161,1.643771823,0,89
ERR2092189,1.646951992,1,103
ERR2057207,1.646951992,0,103
ERR2306206,1.664955081,1,207
ERR2696517,1.664955081,0,207
ERR2314095,1.665808625,1,193
ERR2697625,1.665808625,0,193
ERR2056888,1.670156493,1,228
ERR2306227,1.670156493,0,228
ERR2697749,1.692875795,1,137
ERR2318204,1.692875795,0,137
ERR2308873,1.693248965,1,219
ERR2523989,1.693248965,0,219
ERR2303955,1.693476096,1,114
ERR2579517,1.693476096,0,114
ERR2056993,1.695455903,1,174
ERR2405038,1.695455903,0,174
ERR2309338,1.7096463,1,128
ERR2309398,1.7096463,0,128
ERR2308824,1.716945713,1,16
ERR2405377,1.716945713,0,16
ERR2319371,1.746131655,1,225
ERR2091982,1.746131655,0,225
ERR2696531,1.750788723,1,2
ERR2318007,1.750788723,0,2
ERR2524123,1.7513884,1,179
ERR2313963,1.7513884,0,179
ERR2308931,1.753135254,1,291
ERR2587838,1.753135254,0,291
ERR2308673,1.760392309,1,229
ERR2319597,1.760392309,0,229
ERR2308625,1.763300647,1,67
ERR2032921,1.763300647,0,67
ERR2033463,1.766095492,1,126
ERR2579525,1.766095492,0,126
ERR2308800,1.790580435,1,192
ERR1854686,1.790580435,0,192
ERR2309364,1.794532374,1,198
ERR2309224,1.794532374,0,198
ERR2308936,1.806756544,1,47
ERR2524168,1.806756544,0,47
ERR2308921,1.816352722,1,38
ERR2314345,1.816352722,0,38
ERR2308651,1.818093938,1,199
ERR2579500,1.818093938,0,199
ERR2057147,1.831381115,1,245
ERR2319526,1.831381115,0,245
ERR2304084,1.831596539,1,44
ERR2032541,1.831596539,0,44
ERR2309409,1.83385138,1,152
ERR2092259,1.83385138,0,152
ERR2308646,1.836481564,1,195
ERR2033473,1.836481564,0,195
ERR2308819,1.877055006,1,203
ERR2308860,1.877055006,0,203
ERR2696739,1.884225074,1,40
ERR2319476,1.884225074,0,40
ERR2579655,1.886110701,1,136
ERR2032913,1.886110701,0,136
ERR2697645,1.912436397,1,98
ERR2032528,1.912436397,0,98
ERR2579551,1.912710902,1,56
ERR1854684,1.912710902,0,56
ERR2306256,1.933405781,1,259
ERR2057165,1.933405781,0,259
ERR2697020,1.93884422,1,282
ERR2091844,1.93884422,0,282
ERR1854820,1.94787595,1,108
ERR2032895,1.94787595,0,108
ERR2056864,1.949586632,1,50
ERR2314087,1.949586632,0,50
ERR2318202,1.956776712,1,101
ERR2092000,1.956776712,0,101
ERR2579440,1.957087393,1,211
ERR2057185,1.957087393,0,211
ERR1854688,1.967923656,1,94
ERR2033461,1.967923656,0,94
ERR2306109,1.971931081,1,200
ERR2696633,1.971931081,0,200
ERR2579921,1.985774741,1,9
ERR2579872,1.985774741,0,9
ERR2032838,1.989449711,1,35
ERR2404947,1.989449711,0,35
ERR2092048,1.994111913,1,144
ERR2319384,1.994111913,0,144
ERR2697718,2.000900826,1,163
ERR2092042,2.000900826,0,163
ERR2405074,2.002404763,1,270
ERR2523926,2.002404763,0,270
ERR2092204,2.019383192,1,269
ERR2032296,2.019383192,0,269
ERR2306177,2.019819243,1,117
ERR2057079,2.019819243,0,117
ERR2404900,2.03197339,1,194
ERR2319837,2.03197339,0,194
ERR2579485,2.043112033,1,161
ERR2308881,2.043112033,0,161
ERR2032845,2.058730382,1,165
ERR2314175,2.058730382,0,165
ERR2032587,2.067148008,1,288
ERR2314226,2.067148008,0,288
ERR2308866,2.068328959,1,273
ERR2033626,2.068328959,0,273
ERR2696444,2.074145121,1,223
ERR2697056,2.074145121,0,223
ERR2308640,2.099810206,1,24
ERR2057208,2.099810206,0,24
ERR2404955,2.101828138,1,6
ERR2303865,2.101828138,0,6
ERR2308565,2.110153052,1,28
ERR2696573,2.110153052,0,28
ERR2306103,2.110764766,1,96
ERR2091944,2.110764766,0,96
ERR2092344,2.124917483,1,263
ERR2092270,2.124917483,0,263
ERR2304144,2.131142618,1,105
ERR2032555,2.131142618,0,105
ERR2308827,2.146382759,1,248
ERR2696862,2.146382759,0,248
ERR2314136,2.161615252,1,209
ERR2697919,2.161615252,0,209
ERR2579562,2.169604631,1,204
ERR2523987,2.169604631,0,204
ERR2579403,2.16961495,1,214
ERR2579404,2.16961495,0,214
ERR2404978,2.178307536,1,59
ERR2314339,2.178307536,0,59
ERR2032721,2.178948968,1,120
ERR2308751,2.178948968,0,120
ERR2306253,2.180100725,1,156
ERR2524188,2.180100725,0,156
ERR2698935,2.187924108,1,69
ERR2308858,2.187924108,0,69
ERR2306217,2.189237983,1,175
ERR2697595,2.189237983,0,175
ERR2696920,2.192388684,1,54
ERR2309403,2.192388684,0,54
ERR2092032,2.210611154,1,99
ERR2579526,2.210611154,0,99
ERR2404965,2.21122484,1,55
ERR2697021,2.21122484,0,55
ERR2308908,2.213713287,1,210
ERR2032733,2.213713287,0,210
ERR2057092,2.215277971,1,10
ERR2092287,2.215277971,0,10
ERR2308798,2.218543264,1,76
ERR2405310,2.218543264,0,76
ERR2319281,2.227805545,1,118
ERR2308932,2.227805545,0,118
ERR2032780,2.234652566,1,37
ERR2091998,2.234652566,0,37
ERR2057223,2.234929208,1,127
ERR2092262,2.234929208,0,127
ERR2405076,2.234943354,1,266
ERR2697571,2.234943354,0,266
ERR2579475,2.237103514,1,80
ERR1854671,2.237103514,0,80
ERR2308894,2.238300196,1,60
ERR2032505,2.238300196,0,60
ERR2319602,2.244056835,1,110
ERR2308888,2.244056835,0,110
ERR2032436,2.247887855,1,213
ERR2092166,2.247887855,0,213
ERR2405356,2.250273093,1,109
ERR2405368,2.250273093,0,109
ERR2523918,2.261877353,1,250
ERR2697995,2.261877353,0,250
ERR2696716,2.265592955,1,251
ERR1845988,2.265592955,0,251
ERR2697702,2.274258363,1,116
ERR2405092,2.274258363,0,116
ERR2696649,2.274545068,1,74
ERR2697013,2.274545068,0,74
ERR2314300,2.291694773,1,139
ERR2057076,2.291694773,0,139
ERR2318207,2.314383067,1,62
ERR2057221,2.314383067,0,62
ERR2309339,2.315326793,1,52
ERR2314358,2.315326793,0,52
ERR2092090,2.319972584,1,233
