sample_number,pairdist,target,pairID
ERR2318002,0.459222581,1,58
ERR2318045,0.459222581,0,58
ERR2306232,0.570304422,1,145
ERR2697641,0.570304422,0,145
ERR2057092,0.599539744,1,10
ERR2405275,0.599539744,0,10
ERR2697749,0.607394848,1,137
ERR2524124,0.607394848,0,137
ERR2314209,0.620510832,1,111
ERR2319289,0.620510832,0,111
ERR2697656,0.648426855,1,218
ERR2697875,0.648426855,0,218
ERR1846146,0.663900399,1,142
ERR2579828,0.663900399,0,142
ERR2697930,0.700396366,1,32
ERR2056767,0.700396366,0,32
ERR2314098,0.752491998,1,81
ERR2308543,0.752491998,0,81
ERR2308930,0.791747658,1,222
ERR2308789,0.791747658,0,222
ERR2091975,0.817454062,1,187
ERR2091927,0.817454062,0,187
ERR2405076,0.866404484,1,266
ERR2032728,0.866404484,0,266
ERR2304009,0.90666693,1,172
ERR2318139,0.90666693,0,172
ERR2057014,0.936339348,1,82
ERR2091980,0.936339348,0,82
ERR2318124,0.977847382,1,274
ERR2306125,0.977847382,0,274
ERR2696890,1.01235427,1,191
ERR1846020,1.01235427,0,191
ERR1842732,1.024357461,1,208
ERR2032864,1.024357461,0,208
ERR2032536,1.03828313,1,186
ERR1845991,1.03828313,0,186
ERR2697805,1.0393804,1,190
ERR2697956,1.0393804,0,190
ERR2523955,1.047808343,1,1
ERR2091911,1.047808343,0,1
ERR2314094,1.051034418,1,78
ERR2091904,1.051034418,0,78
ERR2696525,1.063206879,1,15
ERR2318040,1.063206879,0,15
ERR2309189,1.114063645,1,14
ERR2092362,1.114063645,0,14
ERR2579551,1.141508497,1,56
ERR2303954,1.141508497,0,56
ERR2404955,1.151560922,1,6
ERR2314156,1.151560922,0,6
ERR2032780,1.170011447,1,37
ERR2314208,1.170011447,0,37
ERR2696717,1.208051833,1,83
ERR2032529,1.208051833,0,83
ERR2318157,1.250114064,1,26
ERR1845992,1.250114064,0,26
ERR2696531,1.272335545,1,2
ERR2696606,1.272335545,0,2
ERR2314095,1.296516686,1,193
ERR2303861,1.296516686,0,193
ERR1854670,1.313700712,1,7
ERR2092153,1.313700712,0,7
ERR2579440,1.320901053,1,211
ERR2092469,1.320901053,0,211
ERR2697645,1.333481415,1,98
ERR1846012,1.333481415,0,98
ERR2056855,1.338764229,1,20
ERR2091932,1.338764229,0,20
ERR2309200,1.346585047,1,100
