"","num","pairdist","target","pairID"
"1","ERR2308673","1.13460650892056","1","69"
"2","ERR2306250","1.13460650892056","0","69"
"3","ERR2314095","1.2332082941826","1","135"
"4","ERR2304040","1.2332082941826","0","135"
"5","ERR2697829","1.31108198809645","1","285"
"6","ERR2697740","1.31108198809645","0","285"
"7","ERR2057223","1.47128007680363","1","25"
"8","ERR2319585","1.47128007680363","0","25"
"9","ERR2696725","1.48195434848618","1","92"
"10","ERR2523943","1.48195434848618","0","92"
"11","ERR2405193","1.82107393875217","1","53"
"12","ERR2523903","1.82107393875217","0","53"
"13","ERR2697633","1.83230412954699","1","145"
"14","ERR2405024","1.83230412954699","0","145"
"15","ERR2524116","1.86906905949916","1","19"
"16","ERR2309310","1.86906905949916","0","19"
"17","ERR2056993","1.91061643934335","1","26"
"18","ERR2579637","1.91061643934335","0","26"
"19","ERR2696716","1.94526360067549","1","204"
"20","ERR2056957","1.94526360067549","0","204"
"21","ERR2308824","1.94707453274931","1","258"
"22","ERR2032554","1.94707453274931","0","258"
"23","ERR2696453","1.96332965849406","1","126"
"24","ERR2306193","1.96332965849406","0","126"
"25","ERR2056792","2.00580298269035","1","29"
"26","ERR2319436","2.00580298269035","0","29"
"27","ERR2318083","2.01897112835356","1","24"
"28","ERR2318160","2.01897112835356","0","24"
"29","ERR2579475","2.02102389915217","1","200"
"30","ERR2405383","2.02102389915217","0","200"
"31","ERR2523938","2.0274264313964","1","95"
"32","ERR2314088","2.0274264313964","0","95"
"33","ERR2056855","2.04599369206243","1","139"
"34","ERR2032754","2.04599369206243","0","139"
"35","ERR2523955","2.05660945010339","1","255"
"36","ERR2091911","2.05660945010339","0","255"
"37","ERR2308558","2.06488855371658","1","47"
"38","ERR2697017","2.06488855371658","0","47"
"39","ERR1846146","2.06923786581176","1","54"
"40","ERR2696696","2.06923786581176","0","54"
"41","ERR2306177","2.08190166244145","1","201"
"42","ERR2319406","2.08190166244145","0","201"
"43","ERR2308947","2.08255761923462","1","274"
"44","ERR2308809","2.08255761923462","0","274"
"45","ERR1842374","2.08630935151744","1","12"
"46","ERR1845934","2.08630935151744","0","12"
"47","ERR2697656","2.09500824638757","1","117"
"48","ERR2523889","2.09500824638757","0","117"
"49","ERR2314094","2.11397421425655","1","172"
"50","ERR2314201","2.11397421425655","0","172"
"51","ERR2319326","2.12226499243068","1","66"
"52","ERR2697690","2.12226499243068","0","66"
"53","ERR1854670","2.12251220553135","1","33"
"54","ERR2405183","2.12251220553135","0","33"
"55","ERR2032845","2.12591015976925","1","118"
"56","ERR2032897","2.12591015976925","0","118"
"57","ERR2314098","2.12653918228615","1","62"
"58","ERR2579960","2.12653918228615","0","62"
"59","ERR1854688","2.14468122508896","1","59"
"60","ERR2308794","2.14468122508896","0","59"
"61","ERR2318002","2.15351731793062","1","137"
"62","ERR2696714","2.15351731793062","0","137"
"63","ERR2404919","2.16223358174363","1","250"
"64","ERR2314215","2.16223358174363","0","250"
"65","ERR2318050","2.16699666194789","1","51"
"66","ERR2313990","2.16699666194789","0","51"
"67","ERR2579804","2.2118652802771","1","227"
"68","ERR2580090","2.2118652802771","0","227"
"69","ERR2696890","2.21753974942541","1","197"
"70","ERR2697632","2.21753974942541","0","197"
"71","ERR2696717","2.21976377828417","1","50"
"72","ERR2697916","2.21976377828417","0","50"
"73","ERR2308940","2.22373483596832","1","120"
"74","ERR2309187","2.22373483596832","0","120"
"75","ERR2697771","2.23047490493407","1","17"
"76","ERR2697761","2.23047490493407","0","17"
"77","ERR2032328","2.23297045764632","1","55"
"78","ERR2092097","2.23297045764632","0","55"
"79","ERR2309200","2.23430450401896","1","83"
"80","ERR2304063","2.23430450401896","0","83"
"81","ERR2033474","2.24084275703343","1","18"
"82","ERR2306240","2.24084275703343","0","18"
"83","ERR2697749","2.2676959943147","1","149"
"84","ERR2524124","2.2676959943147","0","149"
"85","ERR2405362","2.27364190069471","1","166"
"86","ERR2580078","2.27364190069471","0","166"
"87","ERR2032436","2.2826109140818","1","168"
"88","ERR2032332","2.2826109140818","0","168"
"89","ERR2579562","2.28768287812343","1","147"
"90","ERR2318302","2.28768287812343","0","147"
"91","ERR2696750","2.31671023723286","1","101"
"92","ERR2304183","2.31671023723286","0","101"
"93","ERR2697930","2.3219565941727","1","100"
"94","ERR2057003","2.3219565941727","0","100"
"95","ERR2696525","2.32411852506247","1","20"
"96","ERR2032184","2.32411852506247","0","20"
"97","ERR2696694","2.33233060754932","1","65"
"98","ERR2579836","2.33233060754932","0","65"
"99","ERR2404978","2.33977444588316","1","153"
"100","ERR2032315","2.33977444588316","0","153"
"101","ERR2318087","2.3504635022251","1","164"
"102","ERR2587834","2.3504635022251","0","164"
"103","ERR2308930","2.36063568600985","1","162"
"104","ERR2308916","2.36063568600985","0","162"
"105","ERR2696583","2.37470523295508","1","184"
"106","ERR2405072","2.37470523295508","0","184"
"107","ERR2057092","2.38424290459557","1","67"
"108","ERR2405180","2.38424290459557","0","67"
"109","ERR2306253","2.38614595856013","1","252"
"110","ERR2318187","2.38614595856013","0","252"
"111","ERR2309189","2.40912419461555","1","74"
"112","ERR2032896","2.40912419461555","0","74"
"113","ERR2032213","2.4098937503425","1","280"
"114","ERR2032171","2.4098937503425","0","280"
"115","ERR2405076","2.41254309486833","1","146"
"116","ERR2306210","2.41254309486833","0","146"
"117","ERR2032406","2.41355380559022","1","244"
"118","ERR2696833","2.41355380559022","0","244"
"119","ERR2319601","2.42259103850515","1","143"
"120","ERR2308895","2.42259103850515","0","143"
"121","ERR2696589","2.4281337354357","1","70"
"122","ERR2306133","2.4281337354357","0","70"
"123","ERR2579440","2.43226075227998","1","260"
"124","ERR2092283","2.43226075227998","0","260"
"125","ERR2318202","2.43369588085693","1","40"
"126","ERR2306107","2.43369588085693","0","40"
"127","ERR2306232","2.4476525493021","1","202"
"128","ERR2308603","2.4476525493021","0","202"
"129","ERR2319580","2.46352959261196","1","237"
"130","ERR2057127","2.46352959261196","0","237"
"131","ERR2308806","2.46867135369451","1","102"
"132","ERR2308543","2.46867135369451","0","102"
"133","ERR2405366","2.4842772723147","1","15"
"134","ERR2696752","2.4842772723147","0","15"
"135","ERR2304084","2.51205213701365","1","233"
"136","ERR2524105","2.51205213701365","0","233"
"137","ERR2697020","2.51831541546612","1","61"
"138","ERR2303932","2.51831541546612","0","61"
"139","ERR2032592","2.52083051064017","1","16"
"140","ERR2032576","2.52083051064017","0","16"
"141","ERR2306155","2.53777659255786","1","203"
"142","ERR2696562","2.53777659255786","0","203"
"143","ERR2304091","2.53789616237154","1","107"
"144","ERR2579477","2.53789616237154","0","107"
"145","ERR2314089","2.55210316313905","1","78"
"146","ERR2057004","2.55210316313905","0","78"
"147","ERR2056888","2.55436028673376","1","263"
"148","ERR2696605","2.55436028673376","0","263"
"149","ERR2696649","2.56055272515977","1","207"
"150","ERR2057091","2.56055272515977","0","207"
"151","ERR2032833","2.56845537373158","1","36"
"152","ERR2092104","2.56845537373158","0","36"
"153","ERR2697645","2.57844810224231","1","229"
"154","ERR2303985","2.57844810224231","0","229"
