"","num","pairdist","target","pairID"
"1","ERR2304089","1.38180848432538","1","47"
"2","ERR2303955","1.38180848432538","0","47"
"3","ERR2698010","1.79557252113803","1","7"
"4","ERR2306232","1.79557252113803","0","7"
"5","ERR2697864","2.11347765562877","1","36"
"6","ERR2697718","2.11347765562877","0","36"
"7","ERR1845991","2.18530602305745","1","107"
"8","ERR2697576","2.18530602305745","0","107"
"9","ERR2032321","2.200719546581","1","16"
"10","ERR2319326","2.200719546581","0","16"
"11","ERR2092236","2.26324510247915","1","22"
"12","ERR2304084","2.26324510247915","0","22"
"13","ERR2057228","2.27065086159112","1","18"
"14","ERR2308908","2.27065086159112","0","18"
"15","ERR2032759","2.2893428294094","1","6"
"16","ERR2697805","2.2893428294094","0","6"
"17","ERR2523960","2.30501171196416","1","190"
"18","ERR2056881","2.30501171196416","0","190"
"19","ERR2032750","2.31429089483181","1","25"
"20","ERR2091978","2.31429089483181","0","25"
"21","ERR2306204","2.35258726244103","1","1"
"22","ERR2318002","2.35258726244103","0","1"
"23","ERR2032540","2.35587206562423","1","60"
"24","ERR2032592","2.35587206562423","0","60"
"25","ERR2319491","2.45088290565152","1","42"
"26","ERR2032328","2.45088290565152","0","42"
"27","ERR2314063","2.45136569342722","1","117"
"28","ERR2314089","2.45136569342722","0","117"
"29","ERR2696592","2.48992760743248","1","108"
"30","ERR2091975","2.48992760743248","0","108"
"31","ERR2057055","2.52217494110234","1","13"
"32","ERR2524123","2.52217494110234","0","13"
"33","ERR2696687","2.53725255015515","1","4"
"34","ERR1846217","2.53725255015515","0","4"
"35","ERR2579548","2.56956919131855","1","103"
"36","ERR2032213","2.56956919131855","0","103"
"37","ERR2319364","2.58573809514675","1","32"
"38","ERR2318124","2.58573809514675","0","32"
"39","ERR2057063","2.59150825650302","1","172"
"40","ERR2696725","2.59150825650302","0","172"
"41","ERR2319548","2.64311282176148","1","105"
"42","ERR2319602","2.64311282176148","0","105"
"43","ERR2092169","2.64606336022004","1","11"
"44","ERR2092344","2.64606336022004","0","11"
"45","ERR2308926","2.66914133845033","1","93"
"46","ERR2698935","2.66914133845033","0","93"
"47","ERR2308516","2.7078053852995","1","83"
"48","ERR2697558","2.7078053852995","0","83"
"49","ERR2314305","2.72302194276848","1","89"
"50","ERR2319580","2.72302194276848","0","89"
"51","ERR1842144","2.72407164859274","1","34"
"52","ERR2304091","2.72407164859274","0","34"
"53","ERR2698012","2.74761016472665","1","53"
"54","ERR2696525","2.74761016472665","0","53"
"55","ERR2056809","2.76998710573332","1","3"
"56","ERR2308945","2.76998710573332","0","3"
"57","ERR1841772","2.77727017940644","1","72"
"58","ERR1846043","2.77727017940644","0","72"
"59","ERR1846168","2.80132252201036","1","67"
"60","ERR2404900","2.80132252201036","0","67"
"61","ERR2524108","2.80402007587828","1","24"
"62","ERR2579562","2.80402007587828","0","24"
"63","ERR2032270","2.81227029359788","1","156"
"64","ERR2032436","2.81227029359788","0","156"
"65","ERR2696631","2.85545726577567","1","166"
"66","ERR2696453","2.85545726577567","0","166"
"67","ERR2697971","2.86517483331671","1","101"
"68","ERR2314094","2.86517483331671","0","101"
"69","ERR2308818","2.87816692169913","1","8"
"70","ERR2696750","2.87816692169913","0","8"
"71","ERR2697039","2.89251208270969","1","62"
