"","num","pairdist","target","pairID"
"1","ERR2032286","1.60971695777551","1","288"
"2","ERR2579720","1.60971695777551","0","288"
"3","ERR2319601","1.69852025168776","1","143"
"4","ERR2032561","1.69852025168776","0","143"
"5","ERR2579485","1.71934079035328","1","4"
"6","ERR2579542","1.71934079035328","0","4"
"7","ERR1854670","1.74724943428737","1","33"
"8","ERR2314069","1.74724943428737","0","33"
"9","ERR2314252","1.77036141023007","1","228"
"10","ERR2579683","1.77036141023007","0","228"
"11","ERR2304091","1.85910267734631","1","107"
"12","ERR2092368","1.85910267734631","0","107"
"13","ERR2092048","1.99372002995683","1","89"
"14","ERR2696886","1.99372002995683","0","89"
"15","ERR2318083","2.01897112835356","1","24"
"16","ERR2318160","2.01897112835356","0","24"
"17","ERR2696739","2.06492676941023","1","96"
"18","ERR2318174","2.06492676941023","0","96"
"19","ERR2579804","2.07343249060441","1","227"
"20","ERR2524096","2.07343249060441","0","227"
"21","ERR1846146","2.07776986682027","1","54"
"22","ERR2306151","2.07776986682027","0","54"
"23","ERR2405342","2.08221915123644","1","225"
"24","ERR2524201","2.08221915123644","0","225"
"25","ERR2091975","2.10677838675643","1","239"
"26","ERR2697842","2.10677838675643","0","239"
"27","ERR2579864","2.11976708161156","1","119"
"28","ERR1846155","2.11976708161156","0","119"
"29","ERR2319326","2.12226499243068","1","66"
"30","ERR2697690","2.12226499243068","0","66"
"31","ERR2091864","2.12312599094983","1","243"
"32","ERR1854678","2.12312599094983","0","243"
"33","ERR2306177","2.1451660251356","1","201"
"34","ERR2306239","2.1451660251356","0","201"
"35","ERR2304039","2.16667589587092","1","241"
"36","ERR2091966","2.16667589587092","0","241"
"37","ERR2032213","2.18345342066248","1","280"
"38","ERR2318172","2.18345342066248","0","280"
"39","ERR2057223","2.19781115284213","1","25"
"40","ERR2032387","2.19781115284213","0","25"
"41","ERR2405193","2.20189055124459","1","53"
"42","ERR2697021","2.20189055124459","0","53"
"43","ERR2308651","2.21254027418162","1","249"
"44","ERR2304181","2.21254027418162","0","249"
"45","ERR2304084","2.22069288486971","1","233"
"46","ERR2032541","2.22069288486971","0","233"
"47","ERR2308940","2.22373483596832","1","120"
"48","ERR2309187","2.22373483596832","0","120"
"49","ERR2697771","2.23047490493407","1","17"
"50","ERR2697761","2.23047490493407","0","17"
"51","ERR2696750","2.25966141567804","1","101"
"52","ERR2092068","2.25966141567804","0","101"
"53","ERR2308944","2.26142161537352","1","60"
"54","ERR2092373","2.26142161537352","0","60"
"55","ERR2308930","2.26562492422417","1","162"
"56","ERR2032571","2.26562492422417","0","162"
"57","ERR2308673","2.27015102099864","1","69"
"58","ERR2092438","2.27015102099864","0","69"
"59","ERR2579562","2.28768287812343","1","147"
"60","ERR2318302","2.28768287812343","0","147"
"61","ERR2308558","2.30151376207263","1","47"
"62","ERR2696734","2.30151376207263","0","47"
"63","ERR2314120","2.31109765418465","1","106"
"64","ERR2579872","2.31109765418465","0","106"
"65","ERR2091978","2.31429089483181","1","72"
"66","ERR2032750","2.31429089483181","0","72"
"67","ERR2696444","2.32778316687599","1","48"
"68","ERR2306116","2.32778316687599","0","48"
"69","ERR2306217","2.33138744881327","1","41"
"70","ERR2697595","2.33138744881327","0","41"
"71","ERR2032721","2.34328504416132","1","44"
"72","ERR2318246","2.34328504416132","0","44"
"73","ERR2032592","2.39312191280149","1","16"
"74","ERR2319581","2.39312191280149","0","16"
"75","ERR2697930","2.41141843604758","1","100"
"76","ERR2091906","2.41141843604758","0","100"
"77","ERR2306109","2.42125663524589","1","108"
"78","ERR2314161","2.42125663524589","0","108"
"79","ERR2318124","2.42958159123967","1","221"
"80","ERR2057001","2.42958159123967","0","221"
"81","ERR2308947","2.43886877015726","1","274"
"82","ERR2697046","2.43886877015726","0","274"
"83","ERR2306155","2.44566664376665","1","203"
"84","ERR2303980","2.44566664376665","0","203"
"85","ERR2309200","2.44671135841983","1","83"
"86","ERR1845995","2.44671135841983","0","83"
"87","ERR2032833","2.45354752914431","1","36"
"88","ERR2032921","2.45354752914431","0","36"
"89","ERR2319580","2.46352959261196","1","237"
"90","ERR2057127","2.46352959261196","0","237"
"91","ERR2697829","2.46450405726102","1","285"
"92","ERR2405056","2.46450405726102","0","285"
"93","ERR2308806","2.47013372757191","1","102"
"94","ERR2032554","2.47013372757191","0","102"
"95","ERR2032836","2.53821438233203","1","9"
"96","ERR2032421","2.53821438233203","0","9"
"97","ERR2308764","2.5474180398691","1","23"
"98","ERR1842701","2.5474180398691","0","23"
"99","ERR2314089","2.55210316313905","1","78"
"100","ERR2057004","2.55210316313905","0","78"
"101","ERR2579655","2.5582332297019","1","192"
"102","ERR2032208","2.5582332297019","0","192"
"103","ERR2033474","2.56286193111191","1","18"
"104","ERR2314253","2.56286193111191","0","18"
"105","ERR2092195","2.57030764180727","1","49"
"106","ERR2697023","2.57030764180727","0","49"
"107","ERR2309189","2.57318473755531","1","74"
"108","ERR2405170","2.57318473755531","0","74"
"109","ERR2405076","2.58292873115547","1","146"
"110","ERR2309195","2.58292873115547","0","146"
"111","ERR2032328","2.59747394294931","1","55"
"112","ERR2033464","2.59747394294931","0","55"
"113","ERR1846043","2.60391286424057","1","11"
"114","ERR2696999","2.60391286424057","0","11"
"115","ERR2697805","2.60741594226374","1","30"
"116","ERR2697987","2.60741594226374","0","30"
"117","ERR2319490","2.60840150967221","1","35"
"118","ERR2092103","2.60840150967221","0","35"
"119","ERR2032838","2.61879154898351","1","6"
"120","ERR2032245","2.61879154898351","0","6"
"121","ERR2404900","2.62827367609404","1","174"
"122","ERR2405331","2.62827367609404","0","174"
"123","ERR2314300","2.63302147241674","1","81"
"124","ERR2319860","2.63302147241674","0","81"
"125","ERR2033466","2.63941489948452","1","90"
"126","ERR2696868","2.63941489948452","0","90"
"127","ERR2092344","2.64606336022004","1","80"
"128","ERR2092169","2.64606336022004","0","80"
"129","ERR2309339","2.64910412374835","1","43"
"130","ERR2696735","2.64910412374835","0","43"
"131","ERR2696694","2.65888806205917","1","65"
"132","ERR2697993","2.65888806205917","0","65"
"133","ERR2579904","2.66255960670516","1","182"
"134","ERR2032747","2.66255960670516","0","182"
"135","ERR2696445","2.68189688949163","1","88"
"136","ERR2405087","2.68189688949163","0","88"
"137","ERR1842707","2.68250050522489","1","85"
"138","ERR2304031","2.68250050522489","0","85"
"139","ERR2032802","2.69231022960272","1","220"
"140","ERR2092105","2.69231022960272","0","220"
"141","ERR2405200","2.70547170340296","1","196"
"142","ERR2696969","2.70547170340296","0","196"
"143","ERR2308921","2.70763796236627","1","254"
"144","ERR2579539","2.70763796236627","0","254"
"145","ERR2309320","2.7108530521673","1","99"
"146","ERR2306210","2.7108530521673","0","99"
"147","ERR2696531","2.71406708748299","1","148"
"148","ERR2057055","2.71406708748299","0","148"
"149","ERR2697749","2.71456789004706","1","149"
"150","ERR2304034","2.71456789004706","0","149"
"151","ERR2032845","2.71680982670231","1","118"
"152","ERR2308528","2.71680982670231","0","118"
"153","ERR2308908","2.72076902550265","1","230"
"154","ERR2306243","2.72076902550265","0","230"
"155","ERR2579522","2.72517488547073","1","97"
"156","ERR2696985","2.72517488547073","0","97"
"157","ERR2697075","2.73070325158824","1","122"
"158","ERR2092110","2.73070325158824","0","122"
"159","ERR2524116","2.7328198212368","1","19"
"160","ERR2032759","2.7328198212368","0","19"
"161","ERR2696890","2.73292892814226","1","197"
"162","ERR2523926","2.73292892814226","0","197"
"163","ERR2314094","2.74738294929738","1","172"
"164","ERR2303983","2.74738294929738","0","172"
"165","ERR2696725","2.74962698578167","1","92"
"166","ERR2697700","2.74962698578167","0","92"
"167","ERR2032536","2.75150179630943","1","256"
"168","ERR2697555","2.75150179630943","0","256"
"169","ERR2306232","2.7520785504342","1","202"
"170","ERR1842797","2.7520785504342","0","202"
"171","ERR1854820","2.75506613485373","1","217"
"172","ERR1845944","2.75506613485373","0","217"
"173","ERR1842374","2.75797149712439","1","12"
"174","ERR2092010","2.75797149712439","0","12"
"175","ERR2523938","2.76779665445624","1","95"
"176","ERR2697780","2.76779665445624","0","95"
"177","ERR2308945","2.76998710573332","1","175"
"178","ERR2056809","2.76998710573332","0","175"
"179","ERR2314098","2.7841908582134","1","62"
"180","ERR2579540","2.7841908582134","0","62"
"181","ERR2405336","2.79188266807491","1","79"
"182","ERR2579526","2.79188266807491","0","79"
"183","ERR2405362","2.79478984602228","1","166"
"184","ERR2303812","2.79478984602228","0","166"
"185","ERR2697576","2.79564521472733","1","94"
"186","ERR2306124","2.79564521472733","0","94"
"187","ERR2697656","2.81096297303876","1","117"
"188","ERR2057011","2.81096297303876","0","117"
"189","ERR2318002","2.81214035329009","1","137"
"190","ERR2032183","2.81214035329009","0","137"
"191","ERR2697020","2.82726014788923","1","61"
"192","ERR2304136","2.82726014788923","0","61"
"193","ERR2092090","2.8339011088128","1","104"
"194","ERR2032152","2.8339011088128","0","104"
"195","ERR2032280","2.83824191411584","1","32"
"196","ERR2032347","2.83824191411584","0","32"
"197","ERR2308873","2.86888989324072","1","238"
"198","ERR2697036","2.86888989324072","0","238"
"199","ERR2092189","2.88057034967419","1","123"
"200","ERR2092259","2.88057034967419","0","123"
"201","ERR2318087","2.88250937882996","1","164"
"202","ERR2092402","2.88250937882996","0","164"
"203","ERR2696716","2.88730770791853","1","204"
"204","ERR2696524","2.88730770791853","0","204"
"205","ERR2524123","2.9010936296852","1","212"
"206","ERR2306128","2.9010936296852","0","212"
"207","ERR2405366","2.90201005979656","1","15"
"208","ERR2696815","2.90201005979656","0","15"
"209","ERR2032825","2.9104386913171","1","84"
"210","ERR2057182","2.9104386913171","0","84"
"211","ERR1842732","2.9144248145067","1","103"
"212","ERR2319484","2.9144248145067","0","103"
"213","ERR2696678","2.91528260541923","1","183"
"214","ERR2314354","2.91528260541923","0","183"
"215","ERR2697718","2.92735710170252","1","63"
"216","ERR2306219","2.92735710170252","0","63"
"217","ERR2696717","2.93448357401919","1","50"
"218","ERR2697683","2.93448357401919","0","50"
"219","ERR2314136","2.94018897060712","1","194"
"220","ERR2698010","2.94018897060712","0","194"
"221","ERR2696437","2.94029037485166","1","173"
"222","ERR2697060","2.94029037485166","0","173"
"223","ERR2308956","2.94871981572118","1","195"
"224","ERR2579875","2.94871981572118","0","195"
"225","ERR2032567","2.94878167790434","1","5"
"226","ERR1845925","2.94878167790434","0","5"
"227","ERR1845941","2.96710835909427","1","163"
"228","ERR2319464","2.96710835909427","0","163"
"229","ERR2405136","2.96767128609785","1","56"
"230","ERR2032704","2.96767128609785","0","56"
"231","ERR2308625","2.97058968933767","1","206"
"232","ERR2308807","2.97058968933767","0","206"
"233","ERR2308646","2.97303858339048","1","261"
"234","ERR2579523","2.97303858339048","0","261"
"235","ERR2318202","2.98534964889756","1","40"
"236","ERR2696854","2.98534964889756","0","40"
"237","ERR2524197","2.98710615544296","1","27"
"238","ERR2405255","2.98710615544296","0","27"
"239","ERR2696729","2.99139317325715","1","93"
"240","ERR2523875","2.99139317325715","0","93"
"241","ERR2032911","2.99793976285877","1","198"
"242","ERR2696827","2.99793976285877","0","198"
"243","ERR2306233","3.00174752540049","1","242"
"244","ERR2032765","3.00174752540049","0","242"
"245","ERR2308931","3.003549560391","1","281"
"246","ERR2697035","3.003549560391","0","281"
"247","ERR2057014","3.00873202952454","1","73"
"248","ERR2057015","3.00873202952454","0","73"
"249","ERR2318157","3.01162846679544","1","269"
"250","ERR2303867","3.01162846679544","0","269"
"251","ERR2696589","3.02157573124379","1","70"
"252","ERR2091954","3.02157573124379","0","70"
"253","ERR2309409","3.02403398084511","1","130"
"254","ERR2697013","3.02403398084511","0","130"
