,p_val,n_samples,auc_mean,auc_std,auc_median,shuffled_auc_mean,shuffled_auc_std,shuffled_auc_median,acc_mean,acc_std,shuffled_matthews_mean,shuffled_matthews_std,matthews_mean,matthews_std,shuffled_accuracy_mean,shuffled_accuracy_std
acid_reflux,0.166732673,922,0.547826835,0.032157525,0.549492775,0.500980108,0.033420345,0.501541983,0.535173163,0.028985534,0.003197451,0.05340726,0.070504986,0.058110132,0.501248501,0.02664846
add_adhd,0.259009901,334,0.558090756,0.052558728,0.565759637,0.50394174,0.060454913,0.505563716,0.533045877,0.046649876,-0.002274486,0.103849697,0.066948767,0.094356789,0.498164925,0.051598375
age_1-2,0.067821782,118,0.701271882,0.077046974,0.70537415,0.498736008,0.095172247,0.487074694,0.652595238,0.070977221,-0.004770447,0.166177923,0.309654185,0.143531317,0.495619048,0.084014036
age_3-5,0.00990099,238,0.83450292,0.035087394,0.835177038,0.49547761,0.069300676,0.498039046,0.766568966,0.04155463,-0.002077573,0.117804305,0.53690127,0.082169231,0.496275862,0.058372558
age_6-18,0.00990099,624,0.86632643,0.025330708,0.865713346,0.498247682,0.044732296,0.498068536,0.788717949,0.031546278,-0.00986452,0.07458258,0.579064443,0.062779711,0.494679487,0.037091574
age_over70,0.022673267,774,0.617350028,0.036967406,0.621205769,0.49845147,0.037382337,0.494548999,0.58331293,0.030249671,0.000404014,0.06413756,0.167168896,0.0607691,0.499647766,0.03184311
alcohol_daily_cohort,0.010594059,1248,0.641220003,0.024807553,0.644436226,0.503011419,0.030512124,0.502368057,0.599967949,0.02337633,0.004864344,0.056854299,0.200325874,0.046774353,0.502307692,0.028470055
alcohol_occasional_cohort,0.218019802,1926,0.530487041,0.021827724,0.529468958,0.501157443,0.028869696,0.501296258,0.523605075,0.021631461,-2.25E-05,0.052328703,0.047284038,0.043322372,0.499824923,0.026066221
alcohol_rare_cohort,0.454158416,1926,0.506623651,0.026557124,0.505726065,0.5016813,0.028689218,0.498354146,0.500931136,0.022833949,0.00021002,0.048088061,0.001850548,0.045735907,0.499845119,0.02392872
alcohol_regular_cohort,0.017227723,1926,0.597068019,0.024649041,0.595722471,0.50063433,0.029078676,0.497926305,0.570829304,0.022204283,0.005051284,0.049487699,0.141882597,0.044506328,0.502153829,0.024662695
alcohol_types_beercider,0.062277228,4464,0.566614332,0.024274793,0.565283991,0.50205183,0.031473369,0.500114387,0.546024007,0.022984227,0.004072872,0.053540493,0.092213104,0.046089862,0.502032512,0.026648688
alcohol_types_red_wine,0.134455446,5510,0.546003933,0.024844761,0.549350668,0.503862278,0.027098007,0.505135293,0.532339857,0.02107289,0.001731088,0.050450412,0.064768937,0.04220212,0.50076957,0.025275288
alcohol_types_sour_beers,0.017029703,566,0.640114855,0.033728829,0.641341004,0.502750526,0.047180423,0.500897129,0.608844064,0.036105955,0.000609884,0.085591844,0.218887138,0.07264309,0.499810865,0.042925665
alcohol_types_spiritshard_alcohol,0.046435644,3416,0.569529058,0.026401081,0.569745313,0.502169787,0.026955215,0.502673797,0.548906161,0.024518065,3.11E-06,0.048706362,0.097942473,0.04912274,0.499922915,0.024408372
alcohol_types_white_wine,0.133663366,3842,0.541170613,0.027239579,0.540029033,0.49498592,0.030476864,0.497990263,0.527687735,0.026077929,-0.010251737,0.055239931,0.055490388,0.05226208,0.49459893,0.027642274
allergic_to_i_have_no_food_allergies_that_i_know_of,0.00990099,5156,0.707429334,0.021606946,0.706244341,0.500466022,0.026024683,0.503016314,0.651411281,0.021828758,-0.001236317,0.046131176,0.303305342,0.043732559,0.499233275,0.02270865
allergic_to_other,0.166237624,874,0.551203312,0.031994989,0.551047892,0.503949232,0.037020239,0.504169295,0.53833945,0.029208867,0.010924345,0.062133746,0.076890639,0.058516501,0.504847373,0.031082727
allergic_to_peanuts,0.187326733,122,0.616254861,0.082369568,0.624444444,0.495954661,0.09743564,0.489542484,0.576854167,0.077042723,-0.008064446,0.14951802,0.15597577,0.157242768,0.490479167,0.072558797
allergic_to_shellfish,0.251089109,224,0.578686224,0.068651295,0.581632653,0.502209977,0.088004619,0.480654762,0.560357143,0.064076047,0.001469436,0.154180411,0.122082697,0.129362358,0.498392857,0.075681218
allergic_to_tree_nuts,0.347524752,136,0.547923875,0.083265818,0.544982699,0.49716499,0.09274938,0.483495671,0.527941176,0.07398389,-0.000200182,0.152399102,0.056427801,0.151111464,0.498235294,0.075654011
antiB_6Month_cohort,0.012970297,1690,0.601396786,0.021968827,0.603674304,0.497375773,0.029189156,0.495090904,0.571248151,0.020265046,-0.006292987,0.053116692,0.14273038,0.040595729,0.496578536,0.026559049
