sample_name,pairdist,target,pairID
ERR2696815,1.232198992,1,1
ERR2032462,1.232198992,0,1
ERR2696735,1.186952725,1,2
ERR1090777,1.186952725,0,2
ERR1458873,1.339620351,1,4
ERR1090779,1.339620351,0,4
ERR2032399,1.446454907,1,5
ERR1089681,1.446454907,0,5
ERR1459115,1.415391384,1,10
ERR1089711,1.415391384,0,10
ERR1678424,1.075746805,1,13
ERR1075066,1.075746805,0,13
ERR2303878,1.464081359,1,14
ERR1091267,1.464081359,0,14
ERR1597084,1.042896146,1,17
ERR1075297,1.042896146,0,17
ERR1250607,0.971719407,1,19
ERR1079977,0.971719407,0,19
ERR1846141,1.362353908,1,21
ERR1075908,1.362353908,0,21
ERR1090031,1.208467842,1,23
ERR1596984,1.208467842,0,23
ERR1089740,1.237663764,1,25
ERR1075988,1.237663764,0,25
ERR2405331,1.377146648,1,26
ERR2404900,1.377146648,0,26
ERR2579854,0.996407791,1,27
ERR2303802,0.996407791,0,27
ERR2405254,1.232823173,1,31
ERR1090339,1.232823173,0,31
ERR1315986,0.86096852,1,38
ERR1090361,0.86096852,0,38
ERR1091643,1.328853689,1,43
ERR1090388,1.328853689,0,43
ERR2308905,1.422038643,1,44
ERR1089845,1.422038643,0,44
ERR1091828,0.874685013,1,45
ERR1089849,0.874685013,0,45
ERR1249910,1.059992346,1,46
ERR2032486,1.059992346,0,46
ERR2303997,1.439196637,1,51
ERR2404903,1.439196637,0,51
ERR2698051,1.181639521,1,52
ERR1089910,1.181639521,0,52
ERR1090475,1.363433951,1,53
ERR1089912,1.363433951,0,53
ERR2697070,1.285140209,1,54
ERR1090840,1.285140209,0,54
ERR1843847,1.418063353,1,56
ERR1458723,1.418063353,0,56
ERR2696642,1.387515705,1,64
ERR1089986,1.387515705,0,64
ERR1249895,1.439681233,1,65
ERR1089991,1.439681233,0,65
ERR1459199,1.486166894,1,67
ERR1250484,1.486166894,0,67
ERR2579537,1.36546889,1,68
ERR1090002,1.36546889,0,68
ERR1077994,0.923219131,1,71
ERR1090060,0.923219131,0,71
ERR2092069,1.084622838,1,72
ERR1090064,1.084622838,0,72
ERR2032286,1.476090911,1,76
ERR1458747,1.476090911,0,76
ERR2032225,1.177159246,1,85
ERR1090149,1.177159246,0,85
ERR2309324,1.191321771,1,86
ERR1091317,1.191321771,0,86
ERR2696673,0.911718183,1,90
ERR1090604,0.911718183,0,90
ERR1389656,1.210748396,1,93
ERR1090923,1.210748396,0,93
ERR1090920,1.033962923,1,95
ERR1091334,1.033962923,0,95
ERR1417637,1.514452245,1,98
ERR1090946,1.514452245,0,98
ERR2092400,1.199541897,1,101
ERR1090654,1.199541897,0,101
ERR1249986,1.463261816,1,103
ERR1090960,1.463261816,0,103
ERR1076919,0.844290917,1,104
ERR1090962,0.844290917,0,104
ERR1596999,1.496975676,1,108
ERR1090988,1.496975676,0,108
ERR1249784,0.817067267,1,109
ERR1091361,0.817067267,0,109
ERR2306128,1.009274452,1,111
ERR1091371,1.009274452,0,111
ERR2318134,1.039926285,1,112
ERR1250515,1.039926285,0,112
ERR1842312,1.203067095,1,114
ERR1091407,1.203067095,0,114
ERR1080235,1.299721878,1,115
ERR1249783,1.299721878,0,115
ERR2579720,1.491129764,1,117
ERR1091412,1.491129764,0,117
ERR1090717,1.334126021,1,118
ERR1091417,1.334126021,0,118
ERR1077947,1.389526502,1,123
ERR1249794,1.389526502,0,123
ERR1250585,1.086048103,1,126
ERR1090715,1.086048103,0,126
ERR2032549,1.403060198,1,133
ERR1249798,1.403060198,0,133
ERR1458808,1.15202409,1,137
ERR1091130,1.15202409,0,137
ERR1090987,1.220693061,1,139
ERR1091150,1.220693061,0,139
ERR2308600,0.915855387,1,140
ERR1091152,0.915855387,0,140
ERR2697942,0.940316551,1,142
ERR1091475,0.940316551,0,142
ERR1843714,1.441174407,1,147
ERR1091172,1.441174407,0,147
ERR2697626,1.390428051,1,149
ERR1417421,1.390428051,0,149
ERR1091528,1.086210739,1,152
ERR1091192,1.086210739,0,152
ERR1091283,1.101284893,1,153
ERR1389665,1.101284893,0,153
ERR2032186,1.326982731,1,154
ERR1091539,1.326982731,0,154
ERR1597019,1.315519509,1,157
ERR1249829,1.315519509,0,157
ERR2314078,1.159697305,1,158
ERR2318002,1.159697305,0,158
ERR1389926,0.975103082,1,160
ERR1249863,0.975103082,0,160
ERR2405381,1.247071716,1,161
ERR1249873,1.247071716,0,161
ERR2304071,1.419525832,1,162
ERR1843476,1.419525832,0,162
ERR1841565,1.433224808,1,166
ERR1091685,1.433224808,0,166
ERR1090049,1.517204029,1,170
ERR2056791,1.517204029,0,170
ERR2696662,1.412495145,1,171
ERR1091767,1.412495145,0,171
ERR2319865,0.947143644,1,173
ERR1389686,0.947143644,0,173
ERR1846172,1.01207299,1,175
ERR1845878,1.01207299,0,175
ERR1459045,1.069242296,1,181
ERR1417466,1.069242296,0,181
ERR1091006,1.298732703,1,183
ERR1249931,1.298732703,0,183
ERR2696886,1.379545254,1,184
ERR1250563,1.379545254,0,184
ERR2698018,0.889626502,1,185
ERR1250566,0.889626502,0,185
ERR2319343,1.304647724,1,187
ERR1597009,1.304647724,0,187
ERR2696894,0.988825845,1,191
ERR1315995,0.988825845,0,191
ERR2314132,1.222256229,1,192
ERR1458835,1.222256229,0,192
ERR2092438,1.256775516,1,195
ERR1091807,1.256775516,0,195
ERR1073490,1.459526412,1,202
ERR1249984,1.459526412,0,202
ERR1090573,1.523860826,1,204
ERR1249994,1.523860826,0,204
ERR1090904,1.431606571,1,206
ERR1249997,1.431606571,0,206
ERR2033468,1.261315775,1,208
ERR1250008,1.261315775,0,208
ERR1089966,1.465158376,1,214
ERR1250597,1.465158376,0,214
ERR2579683,1.089413253,1,219
ERR1250117,1.089413253,0,219
ERR2319307,1.523898935,1,221
ERR1250123,1.523898935,0,221
ERR1389779,1.183237754,1,225
ERR1389754,1.183237754,0,225
ERR2697684,1.045391677,1,228
ERR1389764,1.045391677,0,228
ERR2306237,1.018037359,1,229
ERR1389767,1.018037359,0,229
ERR2696607,0.9730722,1,235
ERR1842214,0.9730722,0,235
ERR1459038,1.48893899,1,236
ERR1597037,1.48893899,0,236
ERR1417455,1.449944749,1,237
ERR2091862,1.449944749,0,237
ERR2579546,1.497231744,1,238
ERR1250631,1.497231744,0,238
ERR2308853,1.516361667,1,242
ERR1854673,1.516361667,0,242
ERR1389684,1.395581321,1,244
ERR1845941,1.395581321,0,244
