sample_name,pairdist,target,pairID
ERR1841824,1.194174475,1,1
ERR2696683,1.194174475,0,1
ERR1842374,0.562611014,1,2
ERR2579898,0.562611014,0,2
ERR1842732,1.024884577,1,3
ERR2032245,1.024884577,0,3
ERR1846043,0.681787969,1,6
ERR2696985,0.681787969,0,6
ERR1846070,1.301310202,1,7
ERR2696942,1.301310202,0,7
ERR1846146,0.691345238,1,10
ERR2523932,0.691345238,0,10
ERR1846217,0.983730718,1,11
ERR2696519,0.983730718,0,11
ERR1854673,1.277520351,1,13
ERR2308853,1.277520351,0,13
ERR2032213,1.048579458,1,18
ERR2318172,1.048579458,0,18
ERR2032328,0.397621162,1,19
ERR2579508,0.397621162,0,19
ERR2032406,0.39253331,1,20
ERR2587833,0.39253331,0,20
ERR2032462,0.918753713,1,22
ERR2696752,0.918753713,0,22
ERR2032600,1.045627918,1,27
ERR2303978,1.045627918,0,27
ERR2032614,0.933723655,1,28
ERR2696734,0.933723655,0,28
ERR2032721,1.1683621,1,30
ERR2318246,1.1683621,0,30
ERR2032727,0.873776135,1,31
ERR2697842,0.873776135,0,31
ERR2032780,0.52564012,1,32
ERR2523979,0.52564012,0,32
ERR2032802,1.12594415,1,33
ERR2032569,1.12594415,0,33
ERR2032825,1.297267423,1,34
ERR2057227,1.297267423,0,34
ERR2032837,1.017860939,1,37
ERR2032897,1.017860939,0,37
ERR2032838,1.212683017,1,38
ERR2405381,1.212683017,0,38
ERR2033474,1.118674061,1,43
ERR1843847,1.118674061,0,43
ERR2056855,1.013516531,1,47
ERR2696714,1.013516531,0,47
ERR2057092,0.574714103,1,55
ERR2405275,0.574714103,0,55
ERR2057147,0.815424093,1,60
ERR2318138,0.815424093,0,60
ERR2057223,1.277937004,1,61
ERR2405248,1.277937004,0,61
ERR2092048,0.622861732,1,67
ERR2696701,0.622861732,0,67
ERR2092189,1.09490861,1,70
ERR2092434,1.09490861,0,70
ERR2092274,0.892991847,1,72
ERR2696548,0.892991847,0,72
ERR2092344,0.893125727,1,73
ERR2092296,0.893125727,0,73
ERR2092388,1.155089133,1,74
ERR2032399,1.155089133,0,74
ERR2304001,0.170018322,1,77
ERR2306243,0.170018322,0,77
ERR2304009,1.228195136,1,78
ERR2092468,1.228195136,0,78
ERR2304084,1.196596795,1,80
ERR2032544,1.196596795,0,80
ERR2304102,0.692584845,1,81
ERR2579373,0.692584845,0,81
ERR2304144,0.656382152,1,82
ERR2319502,0.656382152,0,82
ERR2304147,0.576970015,1,83
ERR1846172,0.576970015,0,83
ERR2306109,1.097629743,1,85
ERR2091834,1.097629743,0,85
ERR2306155,1.295844094,1,86
ERR2056879,1.295844094,0,86
ERR2306177,0.789103953,1,87
ERR2032497,0.789103953,0,87
ERR2306217,1.090425413,1,89
ERR1846093,1.090425413,0,89
ERR2308558,1.135477009,1,92
ERR2697017,1.135477009,0,92
ERR2308636,1.014733546,1,95
ERR1845974,1.014733546,0,95
ERR2308651,1.141888332,1,98
ERR2304181,1.141888332,0,98
ERR2308673,0.590607176,1,99
ERR2306250,0.590607176,0,99
ERR2308764,0.441445117,1,101
ERR2697023,0.441445117,0,101
ERR2308806,1.109602033,1,103
ERR2318301,1.109602033,0,103
ERR2308827,0.96010625,1,108
ERR2056871,0.96010625,0,108
ERR2308894,0.859071099,1,112
ERR2318004,0.859071099,0,112
ERR2308908,0.952818121,1,113
ERR2092462,0.952818121,0,113
ERR2308947,0.767271659,1,116
ERR2308809,0.767271659,0,116
ERR2309189,1.215804889,1,119
ERR2092283,1.215804889,0,119
ERR2309200,1.097532547,1,121
ERR1845995,1.097532547,0,121
ERR2309323,1.198635895,1,124
ERR2696682,1.198635895,0,124
ERR2309338,0.909476566,1,126
ERR2092068,0.909476566,0,126
ERR2309339,1.294824883,1,127
ERR2696735,1.294824883,0,127
ERR2309364,0.961063251,1,128
ERR2697676,0.961063251,0,128
ERR2309409,1.161386738,1,131
ERR2303932,1.161386738,0,131
ERR2314089,0.338732548,1,132
ERR2306219,0.338732548,0,132
ERR2314098,0.961535503,1,134
ERR2579960,0.961535503,0,134
ERR2314195,1.003508063,1,136
ERR2057149,1.003508063,0,136
ERR2314209,0.701983628,1,137
ERR2697874,0.701983628,0,137
ERR2314252,1.225778969,1,138
ERR2319600,1.225778969,0,138
ERR2314300,0.892038561,1,139
ERR2319860,0.892038561,0,139
ERR2318002,0.823166678,1,141
ERR2314078,0.823166678,0,141
ERR2318124,1.006932593,1,147
ERR2091954,1.006932593,0,147
ERR2318177,1.153969866,1,149
ERR2579545,1.153969866,0,149
ERR2319326,1.142893862,1,153
ERR2091889,1.142893862,0,153
ERR2319371,1.116758954,1,154
ERR2405046,1.116758954,0,154
ERR2319898,0.621582733,1,160
ERR2319484,0.621582733,0,160
ERR2404900,1.108710256,1,161
ERR2405331,1.108710256,0,161
ERR2404903,1.184901895,1,162
ERR2303997,1.184901895,0,162
ERR2404913,1.286207299,1,163
ERR2092208,1.286207299,0,163
ERR2404955,1.146717083,1,166
ERR2314156,1.146717083,0,166
ERR2404978,1.047657039,1,168
ERR2308644,1.047657039,0,168
ERR2405076,0.130757381,1,171
ERR2306210,0.130757381,0,171
ERR2405193,1.216531865,1,173
ERR1842127,1.216531865,0,173
ERR2523938,0.62420132,1,182
ERR2091839,0.62420132,0,182
ERR2524116,0.151082588,1,183
ERR2309310,0.151082588,0,183
ERR2579440,1.191612833,1,187
ERR2092438,1.191612833,0,187
ERR2579551,0.92626854,1,194
ERR2697036,0.92626854,0,194
ERR2579715,0.727498298,1,197
ERR2304047,0.727498298,0,197
ERR2579758,0.534182286,1,198
ERR2579653,0.534182286,0,198
ERR2579804,0.9785037,1,199
ERR1846141,0.9785037,0,199
ERR2579904,1.149153567,1,203
ERR2319405,1.149153567,0,203
ERR2696484,0.785418062,1,212
ERR2697976,0.785418062,0,212
ERR2696525,0.538462462,1,214
ERR2308638,0.538462462,0,214
ERR2696531,0.251700891,1,215
ERR2696918,0.251700891,0,215
ERR2696560,1.261566584,1,216
ERR2697975,1.261566584,0,216
ERR2696583,0.282758505,1,217
ERR2304063,0.282758505,0,217
ERR2696649,1.077232415,1,219
ERR2032315,1.077232415,0,219
ERR2696713,0.595196244,1,224
ERR2319343,0.595196244,0,224
ERR2696716,0.166013337,1,225
ERR2056957,0.166013337,0,225
ERR2696717,0.951023675,1,226
ERR2697632,0.951023675,0,226
ERR2696729,1.179394284,1,229
ERR2304101,1.179394284,0,229
ERR2696739,0.450200162,1,230
ERR2405292,0.450200162,0,230
ERR2696750,1.233478171,1,232
ERR2314325,1.233478171,0,232
